symbol,f10_over_c1_x,f10_T,f10_date,a1_prev,a1_prev_date,f10_over_prev_a1_x
SNPS,0.9999173489469442,598.2899490087458,20250917,419.2,20250916,1.4272183898109394
NX,0.9991566510371291,18.22664747384962,20250917,15.03,20250916,1.2126844626646456
PAR,0.9994346291896031,48.38298876208314,20250917,43.21,20250916,1.1197173978727872
ALK,1.0311298400472706,65.37552157902255,20250917,59.13,20250916,1.105623568053823
STZ,0.9997614476690121,148.5374659529214,20250917,135.42,20250916,1.09686505651249
VCEL,0.9994258954181383,34.10941036650212,20250917,31.42,20250916,1.0855954922502264
DAVA,0.9991536158471114,10.206214861668862,20250917,9.45,20250916,1.0800227366845356
PFE,1.0394900715149407,25.878995730226503,20250917,23.97,20250916,1.079641040059512
SLVM,1.0450926743158828,47.460822764718024,20250917,44.2,20250916,1.0737742706949778
CBZ,0.9993698820353764,58.06100121426644,20250917,54.28,20250916,1.0696573547211945
TXG,1.0198118819187285,14.241124426596404,20250917,13.35,20250916,1.0667508933780079
HAL,1.0495878341183733,23.214457548292884,20250917,21.79,20250916,1.065372076562317
ZBH,1.0121231679506792,107.03271051253155,20250917,100.96,20250916,1.060149668309544
LNTH,0.9994013818053616,54.84961647434167,20250917,51.74,20250916,1.0601008209188572
LW,1.0236282400772403,59.39307193536611,20250917,56.09,20250916,1.0588887847275112
AMTM,0.9998875469045454,24.248268916366403,20250917,22.95,20250916,1.0565694516935251
PEP,1.0132433358924011,148.360381025698,20250917,140.64,20250916,1.0548946318664534
MATV,1.0311847276918276,12.824076205139601,20250917,12.22,20250916,1.0494334046759084
HLF,0.9867192105430996,9.726967905271344,20250917,9.29,20250916,1.0470363730109091
SLGN,0.9996880224291984,45.21278265424358,20250917,43.27,20250916,1.0448990675813168
PFGC,1.027309649528546,108.34670608403042,20250917,104.05,20250916,1.0412946283904894
CVNA,1.0303336162981325,380.2554991190616,20250917,365.35,20250916,1.0407978626496828
UHS,1.0366051940975185,197.19580141585055,20250917,189.58,20250916,1.040171966535766
AMZN,1.0327832575468014,240.073471929017,20250917,231.43,20250916,1.0373481049518947
COUR,0.9999149104497745,11.262906104665005,20250917,10.9,20250916,1.033294138042661
MANH,1.0144293669837727,218.4676297201632,20250917,211.46,20250916,1.0331392685149114
CVS,1.0277430005901755,75.86082276471802,20250917,73.46,20250916,1.0326820414472915
FANG,0.9996927237949184,138.83939655719752,20250917,134.53,20250916,1.0320329781996396
MD,1.0,17.07,20250917,16.57,20250916,1.0301750150875075
GDYN,0.9992396326402643,7.777945945302455,20250917,7.56,20250916,1.028828828743711
MA,1.0254982389467648,599.3630684433581,20250917,582.96,20250916,1.0281375539374196
BILL,1.0277377824444702,52.99331288392247,20250917,51.58,20250916,1.0274004048841114
FINV,0.9995697899851976,7.920336145458009,20250917,7.71,20250916,1.0272809527182891
MDXG,0.9993017358564851,7.155159680005079,20250917,6.97,20250916,1.026565233860126
PRU,1.0233588899126642,108.22003952318217,20250917,105.45,20250916,1.0262687484417465
SPRY,0.9978365030347741,10.217169965556103,20250917,9.96,20250916,1.0258202776662753
AHL,1.0270450062707557,37.61652584879605,20250917,36.69,20250916,1.0252528168110127
IMXI,1.025919424611784,14.86152600752369,20250917,14.5,20250916,1.024932828105082
UAL,1.0047736353543264,107.10706814177553,20250917,104.55,20250916,1.0244578492757104
SMP,1.0391377223113167,41.5813650576975,20250917,40.65,20250916,1.0229118095374539
RCI,1.0172707498696023,36.520019920318724,20250917,35.76,20250916,1.0212533534764745
HTO,0.9997777375926202,49.823584982778044,20250917,48.79,20250916,1.0211843611965166
EEFT,0.999604467844516,91.26950322217108,20250917,89.48,20250916,1.0199989184417868
TCOM,1.0335445111150559,75.27242908842717,20250917,74.12,20250916,1.0155481528390067
DOX,0.9997839988447303,85.38593502484088,20250917,84.18,20250916,1.0143256714758953
ZM,1.0234591907745085,85.67548142092983,20250917,84.63,20250916,1.012353555724091
ATR,0.9997048343374992,136.37208635577213,20250917,134.85,20250916,1.0112872551410614
FSLR,1.0180810994533116,208.91007936381962,20250917,207.0,20250916,1.0092274365401914
TXO,0.9994444721665441,13.883398636529579,20250917,13.76,20250916,1.0089679241663938
AAPL,0.9957124878116422,238.64582355835623,20250917,236.7,20250916,1.0082206318477238
KINS,0.9994039756324751,13.734836708941128,20250917,13.67,20250916,1.0047429926072515
MDLZ,0.9997972367093124,61.77798907953842,20250917,61.6,20250916,1.00288943310939
EFX,1.0304877574139946,257.4084518499706,20250917,256.88,20250916,1.0020571934365097
UPWK,1.0382728345875756,16.820019920318728,20250917,16.79,20250916,1.0017879642834264
W,0.9768358187742268,87.50156680052697,20250917,87.73,20250916,0.997396179192146
TX,1.0007857675934864,34.607610434755,20250917,34.79,20250916,0.994757414048721
WELL,0.9999373114803846,167.85190723163123,20250917,168.92,20250916,0.9936769312788968
SHOP,0.9999038674309673,146.8628126140855,20250917,147.89,20250916,0.9930543824064204
AVGO,1.0045505923259384,361.53415620386977,20250917,364.09,20250916,0.9929801867776369
TRVG,0.9996897647499566,3.343145783400263,20250917,3.37,20250916,0.9920313897330157
XPO,1.0140922707828937,132.78499952381708,20250917,133.92,20250916,0.9915247873642256
SPGI,0.9998491785353641,538.3062099807939,20250917,543.99,20250916,0.9895516645173513
INSW,1.0354040819108046,48.474236520055236,20250917,49.12,20250916,0.9868533493496587
META,0.9998546538921664,752.7818052491231,20250917,764.7,20250916,0.984414548514611
DDOG,0.9998269455192026,136.15145422294884,20250917,138.65,20250916,0.9819794751024078
UIS,0.9990385813217106,3.891354780082856,20250917,3.99,20250916,0.9752768872388109
CG,1.0167734393566497,64.83684711353787,20250917,66.8,20250916,0.9706114837355969
MNMD,0.9983203580527675,9.267276630529675,20250917,9.55,20250916,0.9703954586942067
MDB,0.9941879384810512,322.8223298042888,20250917,333.97,20250916,0.9666207437922232
MSFT,0.9997629081292755,495.3561925604356,20250917,515.36,20250916,0.9611847884205906
AXON,0.9997881890789242,728.8782124093268,20250917,760.79,20250916,0.9580544071416907
CLS,0.9829355827705012,238.47317375914668,20250917,248.99,20250916,0.9577620537336707
HBM,1.0411426622640163,13.252128378914621,20250917,13.89,20250916,0.9540769171284824
DUOL,0.9992842039359351,271.77026880525705,20250917,285.11,20250916,0.9532119841649084
SLP,0.9991823983514374,13.874423858351456,20250917,14.68,20250916,0.9451242410321156
NVDA,0.9997653595626046,167.13894057237187,20250917,177.75,20250916,0.9403034631357067
GOOGL,0.9941866039837888,233.61194814368028,20250917,251.61,20250916,0.928468455719885
UBER,0.9998338568644151,91.03586851796003,20250917,98.85,20250916,0.9209496056445122
CVE,0.9888472531839649,15.769277154330885,20250917,17.16,20250916,0.9189555451241774
ASML,1.0183575229658954,796.2858396692117,20250917,867.3,20250916,0.9181204193119009
SSTK,0.9996653600222717,20.13043261218076,20250917,22.02,20250916,0.914188583659435
CCJ,1.031248461042053,78.25963794225487,20250917,86.32,20250916,0.9066223116572623
BTM,0.9989211941254343,3.531564498976207,20250917,3.91,20250916,0.9032134268481348
SMCI,0.9997642686285596,40.438911247440515,20250917,45.38,20250916,0.8911174801110734
MU,1.0360814633803994,136.18927588450978,20250917,157.77,20250916,0.8632140196774404
LVO,0.9967969531759903,0.447863650973794,20250917,0.53,20250916,0.8450257565543282
CDE,0.9732153173329537,14.270903715814034,20250917,16.93,20250916,0.8429358367285312
TSLA,0.9716054845522428,340.72203068205266,20250917,410.04,20250916,0.8309482750025672
ALAB,0.9796322577881034,187.24417771146489,20250917,231.29,20250916,0.8095645194840455
