symbol,actual1_T
AAPL,262.36
ACCO,3.76
ADV,0.9154
AENT,7.86
AHCO,10.08
AHL,37.2
AII,20.19
ALAB,161.01
ALIT,1.9
ALK,50.73
AMTM,31.53
AMZN,240.93
ARCO,7.75
ARDT,9.32
ASIX,17.82
ASML,1242.19
ATR,120.56
AVGO,343.77
AVNW,22.3
AXON,626.65
BA,229.84
BHVN,9.62
BIIB,182.61
BILL,55.33
BMRN,60.07
BRZE,31.39
BTM,1.29
BWMX,16.21
CAL,13.08
CBZ,53.65
CCJ,102.09
CDE,19.63
CG,65.65
CHA,13.05
CHE,441.09
CHMI,2.57
CIVI,26.7
CLDX,26.28
CLS,305.0
CMPS,7.05
CON,20.04
COP,97.11
COUR,7.27
CPRX,22.58
CRM,262.9
CRNT,2.23
CRNX,45.95
CRTO,20.98
CSTM,19.9
CTRA,25.07
CVE,16.24
CVNA,440.44
CVS,80.0561041454196
CWAN,24.07
CWT,43.33
DAR,37.57
DAVA,6.67
DBRG,15.36
DDI,8.92
DDL,2.81
DDOG,137.1
DHR,236.59
DIS,114.57
DOX,81.92
DUOL,178.94
DVN,35.89
DXCM,69.89
EEFT,76.62
EFX,212.25
ENOV,27.92
ERIE,285.51
EVH,4.02
FANG,144.47
FINV,5.3
FLOC,19.16
FSLR,268.78
GDEV,14.8564
GDYN,9.89
GE,327.54
GOOGL,314.34
GPCR,63.24
HAL,30.83
HBM,21.43
HLF,14.1
HQY,95.45
HRTG,26.26
HTO,50.65
IBM,302.47
IDYA,36.31
IMCR,32.85
IMVT,25.9
IMXI,15.44
INSW,48.46
ITGR,80.81
JANX,13.44
KELYA,8.89
KINS,16.59
KNF,75.6
KO,67.84
KOP,27.63
KRO,4.94
LFST,7.28
LKQ,31.52
LNTH,69.68
LVO,4.46
LW,41.52
MA,579.464068284728
MANH,168.81
MATV,12.22
MAX,11.85
MD,22.29
MDB,435.86
MDLZ,52.73
MDXG,6.4
META,660.62
MNKD,5.62
MPAA,12.71
MRVL,88.1664337175793
MSFT,478.51
MTDR,41.2
MU,343.43
NESR,16.59
NRDS,13.48
NVDA,187.24
NX,16.22
PACS,40.85
PAR,35.39
PEP,138.96
PFE,25.0107170245399
PFGC,87.47
PG,138.932154506279
PMTS,14.05
PRCT,34.71
PRU,117.67
QUAD,5.96
RARE,22.54
RCI,37.08
RCKT,3.54
SBUX,89.46
SHOP,168.45
SLB,43.63
SLGN,41.92
SLP,19.27
SLVM,47.52
SMCI,30.54
SMP,38.23
SNDX,20.34
SNPS,508.77
SPB,62.49
SPGI,539.65
SPNT,20.48
SPRY,11.15
SSTK,19.3
STZ,142.709363163639
TBLA,4.3
TCOM,76.1
TEAD,0.656
TNC,76.96
TRVG,2.86
TSLA,432.96
TWLO,139.38
TX,39.46
TXG,19.31
TXO,10.44
UAL,117.53
UBER,85.54
UHS,221.74
UIS,2.83
UPWK,20.27
UTL,48.59
UTZ,9.84
VCEL,39.34
VERA,46.52
W,109.6
WDAY,210.3
WELL,185.66
WMT,114.34
XPO,150.51
ZBH,94.75
ZM,85.76
ZTS,128.79610567989
