symbol,actual1_T
AAPL,258.27
ACCO,3.92
ADV,0.9678
AENT,7.53
AHCO,10.06
AHL,37.345
AII,18.5
ALAB,170.93
ALIT,1.61
ALK,51.79
AMTM,35.38
AMZN,244.68
ARCO,7.76
ARDT,8.3
ASIX,16.52
ASML,1454.59
ATR,124.71
AVGO,332.79
AVNW,21.41
AXON,610.22
BA,244.54
BABA,172.7
BHVN,12.66
BIIB,174.12
BILL,47.04
BMRN,56.85
BRZE,24.37
BTM,1.11
BWMX,18.47
CAL,12.69
CBZ,39.72
CCJ,125.955
CDE,25.7
CG,60.32
CHA,12.18
CHE,437.12
CHMI,2.685
CIVI,27.94
CLDX,26.23
CLS,333.16
CMPS,6.99
CON,21.64
COP,99.87
COUR,6.18
CPRX,24.07
CRM,228.53
CRNT,2.31
CRNX,52.965
CRTO,20.09
CSTM,22.68
CTRA,27.515
CVE,19.47
CVNA,477.82
CVS,72.15
CVX,169.04
CWAN,24.13
CWT,44.535
DAR,44.01
DAVA,6.76
DBRG,15.375
DDI,8.78
DDL,2.86
DDOG,138.21
DHR,235.67
DIS,110.58
DOX,82.38
DUOL,146.08
DVN,39.46
DXCM,73.67
EEFT,72.87
EFX,208.01
ENOV,21.99
ERIE,272.5
EVH,3.395
FANG,159.12
FINV,5.17
FLOC,20.49
FSLR,235.05
GDEV,21.89
GDYN,8.34
GE,297.46
GOOGL,334.55
GPCR,89.51
HAL,34.245
HBM,26.235
HLF,16.935
HQY,83.02
HRTG,25.4
HTO,52.39
IBM,293.69
IDYA,34.74
IMCR,35.05
IMVT,26.83
IMXI,15.48
INSW,57.46
ITGR,85.79
JANX,14.73
KELYA,10.1
KINS,15.13
KNF,68.55
KO,73.545
KOP,29.15
KRO,5.47
LFST,7.1
LKQ,33.3
LNTH,67.885
LVO,4.47
LW,45.055
MA,520.24
MANH,169.73
MATV,12.49
MAX,10.74
MD,20.535
MDB,411.89
MDLZ,59.02
MDXG,5.3
META,672.97
MNKD,5.59
MPAA,12.89
MRVL,82.93
MSFT,480.58
MTDR,43.34
MU,410.24
NESR,19.95
NRDS,12.31
NVDA,188.52
NX,18.52
PACS,34.39
PAR,28.11
PEP,148.78
PFE,26.485
PFGC,97.4
PG,148.36
PMTS,13.47
PRCT,30.78
PRU,107.42
QCOM,153.04
QUAD,6.145
RARE,24.62
RCI,36.66
RCKT,3.65
SBUX,95.72
SHOP,137.5
SLB,50.68
SLGN,42.65
SLP,19.57
SLVM,50.4
SMCI,31.2
SMP,39.87
SNDX,21.31
SNPS,502.7
SPB,65.265
SPGI,526.62
SPNT,19.77
SPRY,10.54
SSTK,19.98
STZ,161.26
TBLA,4.12
TCOM,62.44
TEAD,0.6765
TNC,75.57
TRVG,2.8
TSLA,430.9
TWLO,133.81
TX,43.35
TXG,21.62
TXO,11.65
UAL,104.04
UBER,81.225
UHS,202.54
UIS,2.785
UPWK,21.3
UTL,50.05
UTZ,10.485
VCEL,36.58
VERA,46.75
W,111.135
WDAY,188.58
WELL,183.49
WMT,116.94
XOM,136.82
XPO,148.53
ZBH,85.995
ZM,94.44
ZTS,124.95
