bin,count,mean_f10_vs_a1_pct,trend_7d
<0%,44,-5.492052395191292,
0-2%,19,1.2722836241319306,
2-5%,32,3.538800373127725,
5-10%,44,7.273299954740188,
10-20%,30,14.132853091028075,
>20%,22,41.886072639122084,
