symbol,f10_over_c1_x,f10_over_prev_a1_x,f10_T,a1_prev,sentiment_7d,sentiment7d_gt_0_2
IMVT,1.0182542138951676,1.0210363680912595,23.300049919842543,22.82,,
ARDT,1.0180887816661508,1.0208452059047364,9.49386041491405,9.3,0.18471442857142858,False
CRTO,1.0177503401545145,1.0204541554988023,21.99078705099919,21.55,0.28992795714285713,True
FLOC,1.0174135211439705,1.0200650191329703,16.49607558836119,16.1715922798553,,
PAR,1.017356719284966,1.019999398232164,39.861576482912966,39.08,,
QUAD,1.0163337629679998,1.0188178089259194,5.746132442342185,5.64,,
BRZE,1.015697113144359,1.0180826144558928,28.720110553800737,28.21,,
