bin,count,mean_delta_f10_act_pct
<0%,53,-0.4919798763902083
0-2%,12,0.7115635667949277
2-5%,25,0.917957410263647
5-10%,38,9.82586556939338
10-20%,18,15.799725794195783
>20%,23,36.50785133360717
