symbol,f10_over_c1_x,f10_over_prev_a1_x,f10_T,a1_prev
CDE,1.0040170486530655,1.2122600818999965,18.323311137918445,15.115
NESR,1.0180283063898634,1.1514338067644658,14.4389799368264,12.54
AENT,1.0150311908855423,1.1151046885784832,7.125518960016507,6.39
MNMD,1.028511959365331,1.0803978352649652,13.278089395406422,12.29
AVGO,0.9984265538310285,1.069228587241418,387.64882430437615,362.55
DAVA,1.022917810085138,1.0604358311670092,9.830240154918176,9.27
MATV,1.0130051489802527,1.057196648767982,11.026561046650052,10.43
CVS,1.0134785582810095,1.0508388636409036,82.12305719353662,78.15
AMRK,1.0151334688745635,1.0447977106595128,27.53041967587816,26.35
GE,1.0184134499444903,1.0421099843339092,321.8139842621545,308.81
ERIE,0.9810114548979146,1.0378059502016241,296.1379278900335,285.35
ENOV,1.0169378635854986,1.036699956506402,32.54201163473596,31.39
UHS,1.0071527556681001,1.0340766229708933,228.25173298836526,220.73
HBM,1.0072835674945682,1.0327280529380682,16.353248718274312,15.835
DAR,1.0112600026621488,1.032225149058803,33.85698488912874,32.8
HAL,1.0125029046448386,1.030280195081434,28.0184699052396,27.195
DBRG,1.0090997869525817,1.0301479975107584,12.840794788971603,12.465
AHL,1.02664359132277,1.0265146877555376,37.72954734845479,36.755
CSTM,1.017057130183703,1.0262159869676295,16.655485468484628,16.23
SPB,1.013290989745932,1.0243970957082225,55.14329566197362,53.83
CCJ,0.962281597537661,1.023340524013287,103.21412525198012,100.86
RCI,1.001169599050504,1.0230356183281417,40.04161410136347,39.14
ITGR,1.0097174623474694,1.0212892591902314,65.94464746591323,64.57
AVNW,1.0119785782568391,1.0206704188062843,24.955391739813653,24.45
SSTK,1.0136942711160681,1.020088880438916,25.53282467738607,25.03
ZBH,1.0277228648688492,1.019849983960553,102.55611438707322,100.56
PEP,1.0015551122171829,1.0194101337163193,146.38729520166345,143.6
LW,1.010915040784888,1.0172674826877404,63.84879355089602,62.765
INSW,1.0210854582632138,1.016991533908306,52.10047628212251,51.23
NVDA,1.010978484398459,1.016125199411571,210.2159812542658,206.88
IMXI,1.0142028257473032,1.0147265148822897,15.149866867192584,14.93
SMCI,0.998981216483265,1.0130161719881299,52.63632029650323,51.96
WMT,1.0032436583798374,1.0124287007335808,102.84250742051714,101.58
SHOP,0.9743039740743293,1.0090893852031544,175.44028051142044,173.86
DHR,1.0057839998748688,1.0051265633262532,215.27800733321692,214.18
MPAA,1.01373687137511,1.0001696286824078,17.28293118363201,17.28
MRVL,0.9999727794863814,0.9975384095462796,90.14754607069729,90.37
W,0.9884490052351589,0.9973674981076734,103.0180888795416,103.29
AII,1.0175457740687004,0.9972916005842696,23.76545884192314,23.83
KO,1.0046825233806636,0.9972458312627516,68.71023777400359,68.9
TX,0.997303583916911,0.9964561537155558,35.81263416453707,35.94
WELL,1.0195506736973092,0.9897445248205454,180.62837577974955,182.5
AAPL,0.9856797521701465,0.9891480412987192,266.13028051142044,269.05
ASML,0.9783329957918239,0.9878197022077675,1053.8258147092904,1066.82
HRTG,1.0111904704987076,0.9876545094841377,23.33827605911017,23.63
IBM,0.9761616562697817,0.9853130470973407,302.89508380819353,307.41
ZM,1.0284428103747179,0.9834245487438995,85.78412338693036,87.23
DDOG,1.0196716909267707,0.9825010935441206,159.24377724163108,162.08
SPNT,1.0113452210912937,0.9773391731488541,18.45705028491611,18.885
CVE,0.9707569046931107,0.974965290452648,16.59390924350407,17.02
GOOGL,0.9833466655158942,0.9572543057658213,271.59219163187885,283.72
CLS,0.9773240928121767,0.9509233574799948,332.119491833463,349.26
TXG,1.0046605634043706,0.9501555181756878,12.960121267916382,13.64
TSLA,0.9598290335490983,0.9468113128402895,443.45801459500643,468.37
MU,0.970977526759845,0.9431288587022179,221.35234313741051,234.7
MDB,1.0087222568479683,0.9317926534633642,343.87807876065455,369.05
ALAB,1.0208042298360582,0.9262215778051682,177.42700544435803,191.56
FSLR,1.0002525401986053,0.909922814743437,241.7710414914049,265.705
GDYN,1.0170411757132605,0.8820164371817354,8.238033523277409,9.34
MD,0.9980694612129033,0.8467248039478238,17.840491619180646,21.07
TWLO,1.0054150186471567,0.8247343092495412,112.25458683195505,136.11
