symbol,f10_over_c1_x,f10_over_prev_a1_x,f10_T,a1_prev
SPRY,1.6074901878273613,1.6092586068625547,15.11093831843939,9.39
LVO,1.5892178274822564,1.5986042923241792,8.48858879224139,5.31
PACS,1.4655191655900148,1.4671314006185676,18.22177199568261,12.42
SNDX,1.4650815716861325,1.4666933253124377,19.81502682497103,13.51
GPCR,1.397114592091657,1.3986515744369987,40.490963079951115,28.95
RARE,1.3764390096445749,1.3845687299054834,48.141454738813664,34.77
CMPS,1.3522910536108355,1.3602781477720396,8.909821867906858,6.55
ALIT,1.3481640064105902,1.3496471376356218,4.156913183917715,3.08
FLOC,1.2961950657279973,1.303850837770276,20.353111577594007,15.61
KELYA,1.3023096640432226,1.3037423503619632,15.657945627847178,12.01
ACCO,1.2932866917465013,1.2947094517863236,5.269467468770337,4.07
DDI,1.2882139575167093,1.2896311369813958,11.761435969270329,9.12
VERA,1.2821461955008138,1.2835566997484875,38.45535872446469,29.96
EVH,1.2818648484973652,1.283275043231861,9.50906807034809,7.41
PMTS,1.264043713654238,1.2663347349619292,21.29975024205965,16.82
PAR,1.2604661342402779,1.2618527879952348,44.90934072475041,35.59
CLDX,1.2567694542703913,1.2581520412638367,34.04559423659942,27.06
ADV,1.254450438291916,1.2558304741083586,1.7958375779749527,1.43
MNKD,1.2485565031901125,1.2499300550185937,6.624629291598546,5.3
RCKT,1.2396390427233066,1.2469607755216552,4.950434278820971,3.97
FINV,1.2400092987927365,1.2413734477402119,7.348930810622054,5.92
CRNX,1.2355262466470291,1.236885463735629,52.02340260472056,42.06
CRNT,1.2177714851260264,1.224964060638938,3.1236583546292915,2.55
IMCR,1.2184653456051195,1.2198057937939846,41.168445540546976,33.75
UIS,1.2136105905724022,1.2149456979876339,4.495299082554245,3.7
CBZ,1.2120106688620789,1.2133440161844473,63.39722484563737,52.25
KOP,1.204029036958893,1.2053536035932695,35.401235337534324,29.37
MDXG,1.2003089158877378,1.201629389972769,8.26721020301265,6.88
BMRN,1.2000583653390806,1.2013785637904795,64.26173937715275,53.49
CRTO,1.1999898011458185,1.2013099241689347,25.083351216647355,20.88
DAVA,1.1921046679268028,1.1991456464257126,11.571755488008128,9.65
IMVT,1.1869532595890562,1.1939638121058176,26.243324590085873,21.98
PRCT,1.180417519289135,1.181716110612674,43.6644102871383,36.95
KNF,1.173440570622952,1.1747314865224527,71.82308308598276,61.14
LFST,1.1638636915260836,1.1651440717872203,5.942234766114823,5.1
CPRX,1.156571583934534,1.1578439420615583,24.731546602434882,21.36
BRZE,1.1562997348825186,1.1575717939451737,32.354131640767605,27.95
ALK,1.1559689088527283,1.1572406039697414,49.76134597069888,43.0
TXO,1.1534423663737043,1.1547112820113485,15.219094696909572,13.18
CWAN,1.1491427055542702,1.153927541088831,22.166948064316443,19.21
AENT,1.1518613815212573,1.1531285578987003,7.599117196552435,6.59
MTDR,1.1496664542729849,1.1509312159849099,45.11650366660847,39.2
EEFT,1.1453113879659007,1.1465713586176904,91.01483444707226,79.38
QUAD,1.13750228845447,1.1387536682232,6.912234766114824,6.07
DUOL,1.1343816486796394,1.1356295953955133,333.73882549483346,293.88
KINS,1.1333531808347725,1.1345999961209634,16.46304594371518,14.51
ENOV,1.1267374138180288,1.1333923109240078,37.2432713369629,32.86
VCEL,1.1198374535575153,1.1246067563680242,41.41926683703433,36.83
CIVI,1.1210614388392226,1.1222947318341514,31.682380279678096,28.23
LNTH,1.1145957361678658,1.1177098950082147,64.07830828082095,57.33
DXCM,1.1107556611741296,1.111977616660728,76.98221040142221,69.23
ASIX,1.1092057350485658,1.1104259854430374,21.842079133664548,19.67
IDYA,1.1038625793630263,1.1103823698614252,36.8535908557007,33.19
DVN,1.1072867212003823,1.1085048604649423,35.483240583482804,32.01
FI,1.1066842099450547,1.1079016863798314,139.78395577054334,126.17
AVNW,1.1047760146641894,1.105991391870689,26.964070133807397,24.38
DDL,1.1022697770815715,1.1034823971463594,2.1076513785495465,1.91
UTZ,1.0991299179959857,1.1003390838645262,13.4681503865018,12.24
SPB,1.0937232320229615,1.100183136062952,61.995319717147346,56.35
CTRA,1.0977182290781722,1.0989258419309786,25.69288618434628,23.38
CON,1.0965133418204651,1.0977196291624982,22.70084193108046,20.68
AHCO,1.0944007586733489,1.097197561286426,10.390460905382454,9.47
ATR,1.0957070766248354,1.096912476984957,140.51448830177299,128.1
MAX,1.0947290319697676,1.0959333563713556,12.362128259868891,11.28
TNC,1.0947106786249947,1.0959149828358503,88.93350085712926,81.15
ARCO,1.0885472451811389,1.094976548779684,8.267072943286614,7.55
LKQ,1.092622195705565,1.0938242023515725,33.86479730480469,30.96
COUR,1.0911678252427086,1.0923682319185077,9.929627228139235,9.09
DAR,1.0846761207441122,1.0910825894459941,36.889502349169064,33.81
TRVG,1.0874101927438817,1.088606465603569,3.4182243019952065,3.14
KRO,1.0845271432902959,1.0857202444730598,5.515458841923144,5.08
COP,1.0821521817132589,1.0833426701726032,94.02331034428025,86.79
CHE,1.0817160832176433,1.0829060919198565,475.3307999873018,438.94
CRM,1.0731919866610757,1.0795306261334168,274.48145700068255,254.26
AMTM,1.07770791717485,1.078893516446026,23.606190139839047,21.88
ZTS,1.076677647406774,1.0778621132659496,156.73192989000174,145.41
STZ,1.0734755952630477,1.074656538506654,144.2081609022079,134.19
UAL,1.0734143752291068,1.0745952511238275,102.02207314169617,94.94
SLGN,1.0719227686474093,1.0731020036080252,47.999852621386964,44.73
HQY,1.0718264534137902,1.0730055824168745,102.09648116696562,95.15
FANG,1.0679210440222169,1.0690958766380756,150.89219202869796,141.14
ARDT,1.0633830188723528,1.0689468291755788,16.130407652259485,15.09
BWMX,1.0635609536858988,1.0678099688021463,15.931724734528023,14.92
SLP,1.0605267344174754,1.0667905685718528,19.532935310550624,18.31
NESR,1.058408854714276,1.0646601799456914,13.137906620529833,12.34
SPGI,1.0615434506358528,1.0627112671855303,524.6392983841527,493.68
HTO,1.0607158410014879,1.0618827470879837,52.35081943143759,49.3
DOX,1.0593887532915245,1.060554199433079,89.51077443215188,84.4
EFX,1.0582661578489978,1.0594303690099818,237.48191151727752,224.16
MANH,1.0581803345190668,1.059344451264787,196.9851007126871,185.95
NRDS,1.0552177825415148,1.0583120306776994,12.540997563530738,11.85
GDEV,1.0577235494264743,1.0577235494264743,25.692210787924,24.2901
SNPS,1.05567215964066,1.0568335171134264,482.7932556229266,456.83
SLVM,1.0542989832526741,1.0554588300777978,45.25807463373597,42.88
BILL,1.0541282218718329,1.0552878808403345,53.15485055792765,50.37
MDLZ,1.0529325869650292,1.0540909306013788,63.46681493150902,60.21
DIS,1.051367810458301,1.052524432665443,117.51435290709672,111.65
PFGC,1.0503546303820392,1.0515101379777536,105.28771011571246,100.13
TBLA,1.049886162947085,1.0514162417721518,3.732527658291138,3.55
CG,1.0501279786602766,1.0512832369137417,60.669555602292036,57.71
BHVN,1.0510581365818112,1.0510581365818112,18.078199949207153,17.2
BTM,1.0509059802157819,1.0509059802157819,2.9635548642085046,2.82
JANX,1.0503298756095867,1.0503298756095867,31.2578170981413,29.76
WDAY,1.0485913848987736,1.0497449527272038,248.71607164965639,236.93
UTL,1.0403607933164547,1.0465055205152747,52.3985314121998,50.07
AXON,1.0451055730565988,1.0462553061020474,789.9227561070459,755.0
PFE,1.0447220711955532,1.0458713823460528,25.623848867478294,24.5
CVNA,1.0430554024657224,1.0442028800941703,378.2102831701084,362.2
AMZN,1.0416097735766723,1.042755660851621,239.05173525023412,229.25
