symbol,f10_over_c1_x,f10_T,f10_date,a1_prev,a1_prev_date,f10_over_prev_a1_x
AXON,1.0352612294356034,805.4564989444613,20250925,698.02,20250924,1.153916075391051
HRTG,1.0381884852038972,28.33923667878288,20250925,24.61,20250924,1.1515333880041805
CG,1.0032346154979137,67.42088347804004,20250925,64.0,20250924,1.0534513043443756
BILL,1.0252552058362228,54.85299161918065,20250925,52.19,20250924,1.0510249400111258
DDOG,1.0427125959115466,143.4613840256504,20250925,136.57,20250924,1.0504604527030124
KNF,0.9995473235772354,76.03441004904684,20250925,72.4,20250924,1.0501990338266138
INSW,1.0314619441423727,49.88618434628022,20250925,47.53,20250924,1.04957257198149
CCJ,1.0027006407250083,87.1284537547023,20250925,83.09,20250924,1.04860336688774
SNPS,0.9998411651067602,490.55629327312266,20250925,468.09,20250924,1.0479956702196644
UAL,1.017715464692917,106.00499952381708,20250925,101.39,20250924,1.045517304702802
CLS,0.9747450593096085,251.03106593546133,20250925,240.46,20250924,1.0439618478560315
SMP,1.0418068103996012,41.304236520055234,20250925,39.61,20250924,1.042772949256633
KELYA,0.9990800413231892,13.477629561435531,20250925,12.93,20250924,1.0423534076902963
PRCT,0.9993342388936505,39.22924378184473,20250925,37.65,20250924,1.0419453859719716
RCI,1.0210440969174508,36.07552189647783,20250925,34.64,20250924,1.0414411632932399
SPRY,0.9978918144924366,10.004084101839652,20250925,9.63,20250924,1.0388457011256127
WDAY,1.0428637385160053,250.7943949302392,20250925,241.51,20250924,1.0384431076569882
BHVN,0.9976883190840161,14.260185711337915,20250925,13.74,20250924,1.0378592220769953
TXG,0.9997960649299397,12.497729639212075,20250925,12.06,20250924,1.0362959899844175
CRTO,0.9993633705534155,23.234879843177094,20250925,22.44,20250924,1.035422452904505
MDB,1.022946324992879,326.3997571467119,20250925,315.3,20250924,1.0352037968497048
PFGC,1.0350796088245722,108.23740869192554,20250925,104.56,20250924,1.0351703203129834
CVNA,1.0256974449938272,387.97700552372186,20250925,374.81,20250924,1.0351298138356015
IMXI,1.0287740243693837,14.749176600371422,20250925,14.26,20250924,1.0343041094229608
VCEL,0.9992447057033294,31.2816939016841,20250925,30.25,20250924,1.0341055835267472
AHL,1.026150342726104,37.706405374517864,20250925,36.5,20250924,1.0330522020415853
SMCI,1.0148733472899099,47.70034118506056,20250925,46.2,20250924,1.0324749174255532
MDLZ,1.0406530364185516,66.45805153886447,20250925,64.39,20250924,1.0321175887383827
META,1.0362110389999983,783.2112379168585,20250925,760.66,20250924,1.0296469354466629
SHOP,1.0198619816693064,152.9671076649577,20250925,148.83,20250924,1.0277975385672087
WELL,1.0172457938092583,175.57459762543454,20250925,170.97,20250924,1.0269321964405131
MATV,0.9996850559158558,11.761234940715227,20250925,11.47,20250924,1.0253910148836292
MU,0.9962145353418094,165.76993992158856,20250925,161.71,20250924,1.0251063009188581
XPO,0.9999544890818699,133.2983953429311,20250925,130.11,20250924,1.0245053826987247
ALK,0.9996861249289923,54.19159084776432,20250925,52.9,20250924,1.024415706006887
ZM,1.0290616118081815,85.01975841653307,20250925,83.01,20250924,1.0242110398329485
TCOM,1.0210528161098837,78.35156584816113,20250925,76.55,20250924,1.0235344983430585
EFX,1.0224517077955726,263.45851256329263,20250925,257.43,20250924,1.0234180653509406
UBER,1.0222944919413386,100.01636489896985,20250925,97.78,20250924,1.0228713939350569
AVGO,1.0225409122657378,346.70606228472565,20250925,339.31,20250924,1.0217973601860413
DHR,0.9997205884290656,189.88091431088395,20250925,185.91,20250924,1.0213593368344036
CVS,1.0193680568627481,78.0060237139093,20250925,76.38,20250924,1.0212886058380375
CBZ,0.9992161309716091,53.02613093442961,20250925,51.99,20250924,1.0199294274750839
HAL,1.0242141629326251,24.867389406517358,20250925,24.44,20250924,1.0174872915923632
PAR,0.9991937708376831,41.89249261916478,20250925,41.22,20250924,1.016314716622144
DAR,0.9995420623315907,31.573861208552245,20250925,31.08,20250924,1.0158900002751687
SLVM,0.9997661240112437,43.42079871748067,20250925,42.76,20250924,1.0154536650486594
ZBH,0.9998973823024194,100.32121815526739,20250925,98.98,20250924,1.0135503955876681
SPGI,0.9997502880013266,497.1365053332487,20250925,490.74,20250924,1.0130344079008207
DXCM,0.9995101171426347,68.30150394438184,20250925,67.5,20250924,1.0118741325093605
LW,0.9998273155394009,54.348461849811905,20250925,53.77,20250924,1.010758077920995
TNC,0.9996454957719546,81.74790217615593,20250925,81.06,20250924,1.0084863332859109
ALIT,0.9984957912710063,3.17450056348312,20250925,3.15,20250924,1.0077779566613079
ZTS,0.9996714685426837,142.75224932937576,20250925,141.67,20250924,1.0076392272843635
HTO,0.9997527205148076,48.81661092681068,20250925,48.45,20250924,1.0075667889950604
COUR,1.0096526303028235,11.88546181806638,20250925,11.8,20250924,1.007242526954778
HLF,0.999968306808284,9.04086883541531,20250925,8.98,20250924,1.0067782667500345
CPRX,0.9992772874009085,19.82347173060745,20250925,19.7,20250924,1.0062676005384494
MANH,0.999934456668975,213.7524830558245,20250925,212.45,20250924,1.0061307745626007
ATR,0.9996648567231964,132.1543399311122,20250925,131.5,20250924,1.0049759690578874
MDXG,0.9992946524234404,7.125249559530802,20250925,7.09,20250924,1.0049717291298734
CWAN,0.999330418303414,18.22703036459739,20250925,18.15,20250924,1.0042440972229967
