symbol,forecast1_T,forecast10_T,consensus1_T,actual1_T
AAPL,265.4759022872653,265.67889406517355,260.33294820717134,246.7
ACCO,4.752750670624276,4.803742361232361,3.4608366533864543,3.93
ADV,1.4223408437961302,1.4407037023221854,0.9571035856573705,0.7909
AENT,6.711264900557134,6.815334677227346,6.714980079681275,7.65
AHCO,9.67087542261234,9.771347042110444,9.674462151394422,10.4
AHL,37.94608410977603,37.9808910572848,37.06422310756972,37.315
AII,21.151564498976207,21.258402088855732,21.155378486055778,18.785
ALAB,167.2160818875891,167.59076844018347,157.72310756972112,183.75
ALIT,3.201064030729671,3.2356759813336295,2.3241434262948206,1.54
ALK,42.9316939016841,43.59403160267297,42.95533864541833,47.605
AMRK,28.749067633847083,29.109990476341647,28.76195219123506,29.25
AMTM,28.629610522055202,28.626012364883096,28.629482071713145,34.39
AMZN,233.3991898144474,235.0546188949382,233.45828685258965,231.0
ARCO,7.59757984000254,7.667605514198187,7.6000796812749005,7.425
ARDT,8.800492531864574,8.98981095538166,8.807250996015936,8.295
ASIX,18.55515983873272,18.67810538721608,15.440239043824702,16.145
ASML,1048.1726937667656,1047.7132810590308,1059.8122709163347,1326.07
ATR,124.85989270011588,125.87512658529229,124.89613545816734,123.785
AVGO,402.93306610212534,402.684239694608,402.92418326693223,332.6
AVNW,25.38058149870637,25.50762198219076,22.16191235059761,21.07
AXON,611.3071506007841,614.0715242218378,541.2696015936255,620.52
BHVN,10.117003380898716,10.920776336883542,10.145697211155378,12.68
BIIB,182.07205405469756,181.90626204345963,182.06613545816734,165.38
BILL,52.96877438453358,53.078265146584975,50.19474103585657,45.01
BMRN,56.03357117347344,56.99040419993334,56.06772908366534,56.31
BRZE,32.75120379041603,32.90856629259853,28.76430278884462,24.21
BTM,2.8402406311010937,2.8911348232567735,1.550796812749004,1.28
BWMX,15.54712822018698,15.592075006745924,14.408366533864543,18.51
CAL,11.731840724750402,11.933614307709401,11.739043824701197,13.5
CBZ,59.44296915921969,59.86026253551531,48.87051792828686,46.11
CCJ,95.18921517118775,95.44865855303884,88.61601593625498,115.79
CDE,17.28075558324471,17.38012007745909,17.28430278884462,22.86
CG,57.23582260599039,57.34092593768354,54.572948207171315,61.81
CHE,452.38619914763257,455.76929723337724,452.50697211155375,449.605
CHMI,2.7005242972333776,2.705367970349677,2.700697211155379,2.67
CIVI,29.69507952254726,29.817245083411372,26.5999203187251,26.49
CLDX,32.58005849113506,32.847691742988204,25.799362549800797,25.14
CLS,344.4992503690418,345.32378192409647,344.5286852589642,310.665
CMPS,8.373794463579944,8.483480222536151,5.594820717131474,7.31
COP,94.81951651561086,95.05760773638512,88.78729083665338,95.57
COUR,9.061947508769702,9.105139323185346,7.967649402390438,6.355
CPRX,26.28399525404359,26.395630982047905,23.455617529880477,23.38
CRM,256.044511595054,257.0351933699465,230.94482071713148,220.01
CRNT,2.720220710782369,2.746642791384264,2.050796812749004,2.31
CRNX,53.78539951746798,54.104901946000865,45.69055776892431,55.69
CRTO,23.906103395184203,24.06249091284265,19.94390438247012,19.85
CSTM,17.66592347740512,17.699170449675403,16.823585657370515,21.97
CTRA,26.85533943905652,26.997051475373404,26.8603984063745,26.215
CVE,17.857663132331233,17.836074189298582,17.856892430278883,17.675
CVNA,374.63532860589515,375.8855498325423,374.67996015936257,442.06
CVS,80.39331534420089,80.7010961730766,80.40430278884462,80.06
CWAN,23.68901565054523,23.75229214615641,22.08585657370518,24.32
CWT,45.392859359375244,45.60404350724591,45.4003984063745,44.7
DAR,36.63858168917953,36.902631069348104,36.64800796812749,40.43
DAVA,6.486184901826955,6.728091776321011,6.494820717131474,6.42
DBRG,11.610099919048906,11.683906247519882,9.740159362549802,15.345
DDI,9.337832693131856,9.59496254027714,9.347011952191236,8.72
DDL,1.9393774543261217,1.947898819066364,1.7234820717131474,2.695
DDOG,160.162495595308,161.5713125188489,160.2127888446215,117.0
DHR,226.86214988650974,227.62108426850367,226.88924302788845,234.36
DOX,83.13662481547912,83.39519071125856,76.58565737051794,82.21
DUOL,217.58720218726685,218.604013547404,191.82549800796812,148.58
DVN,37.084686909731595,37.31275471817908,37.092828685258965,36.285
DXCM,63.53438370025873,64.12918675894034,63.55561752988048,70.73
EEFT,84.96851129347154,85.39106958619705,74.26266932270917,71.97
EFX,226.40865105315788,226.95395989746194,212.59282868525898,208.1
ENOV,30.323448357962572,30.817226234504215,30.341075697211156,23.07
ERIE,250.186296646085,248.42654707861783,294.77091633466136,286.88
EVH,6.059939286677989,6.132185639910478,4.229521912350598,3.945
FANG,152.66663727559882,153.37464389454135,152.69191235059762,148.7
FINV,6.5010437929556675,6.559737861303789,5.01398406374502,5.125
FLOC,16.99930072538531,17.269992857256234,17.008964143426294,20.09
FSLR,272.9101731718544,272.8193888985889,272.90693227091634,242.11
GDEV,30.460498642878687,30.975192973127413,17.4203187250996,15.02
GDYN,9.573252805511023,9.604842304090411,8.772908366533864,8.71
GOOGL,328.4413261694259,328.3085332772496,331.80573705179285,322.0
GPCR,45.305479516198154,45.67431616164823,35.960717131474105,91.02
HAL,27.158754781670133,27.195219202869797,26.234900398406374,32.055
HBM,16.971504579292393,17.077788606530056,16.975298804780877,24.68
HLF,12.719813653751528,12.625708004634848,12.716454183266933,16.92
HQY,105.22538916048951,105.64471286170061,105.24035856573705,84.0
HRTG,29.06932409803019,29.247848050030953,29.07569721115538,25.66
HTO,50.08712758527643,50.22918283043126,46.48804780876494,52.67
IDYA,35.65972675036904,36.026738781924095,35.67282868525896,35.75
IMCR,39.57028578911446,40.219614768019554,39.593466135458165,33.33
IMVT,27.74437659719687,27.88399438104157,24.207051792828683,26.14
IMXI,15.430763003761845,15.438172886144663,15.243027888446216,15.47
INSW,54.14971857589562,54.19554284852621,52.988725099601595,56.22
ITGR,72.21798907953843,72.56894779447946,72.23051792828686,85.155
JANX,34.223501055538804,35.45683862160918,34.267529880478094,13.15
KELYA,10.906565689433503,10.994606791955684,8.67597609561753,9.73
KINS,16.92180679671751,16.987910747448453,15.247011952191235,15.76
KNF,74.91004611037921,75.55716083871685,74.93314741035857,77.0
KOP,29.7383983190743,30.370290074760717,29.760956175298805,28.13
KRO,5.075033253440422,5.121532515356899,5.076693227091634,5.25
LFST,6.505991968381454,6.561348232567737,6.50796812749004,7.18
LKQ,32.654356676878145,32.76950234916906,29.737051792828687,32.7
LNTH,64.40714718813986,64.62222877414644,58.95788844621514,65.88
LVO,7.285340708877637,7.38576411485532,4.741035856573705,4.11
LW,60.80196742908843,60.86963135505786,59.08764940239044,43.515
