bin,count,mean_f10_vs_a1_pct,trend_7d
<0%,34,-10.092539652517214,
0-2%,9,0.9080972802671875,
2-5%,24,3.3044967903893157,
5-10%,34,7.2480095569382605,
10-20%,46,15.132053560817189,
>20%,34,32.983675118758434,
