symbol,forecast1_T,forecast10_T,consensus1_T,actual1_T
AAPL,239.8784855028335,239.7007579244774,239.8784855028335,247.45
ACCO,3.973330052988604,5.18075792447739,3.973330052988604,3.81
ADBE,360.7664473142906,384.8313137489881,360.7664473142906,329.23
ADV,1.5416941722785122,1.8771546602434883,1.5416941722785122,1.44
AENT,6.769749685218558,7.582664918017175,6.769749685218558,5.99
AHCO,9.15,9.271776241646958,9.15,9.13
AHL,36.88658558052965,37.699977500357136,36.88658558052965,36.67
ALAB,244.37341223172842,243.2804138029555,244.37341223172842,163.55
ALIT,3.2535753635747824,4.488580538404152,3.2535753635747824,2.98
ALK,57.25,57.6717690989032,57.25,47.78
AMRK,23.780089925648646,24.320847684957382,23.780089925648646,29.7
AMTM,24.8422992760333,25.70286668068761,24.8422992760333,22.67
AMZN,226.23861428131235,236.42275944032636,226.23861428131235,214.47
ARCO,6.825,6.931592554086444,6.825,7.07
ARDT,12.855483057517558,14.422748924620242,12.855483057517558,14.59
ASIX,19.48140817697393,21.68683743115189,19.48140817697393,19.48
ASML,735.812014428469,740.5717511626799,735.812014428469,1019.59
ATR,132.43553379917168,143.9117967571943,132.43553379917168,129.16
AVGO,302.7226628281164,320.11343562006954,302.7226628281164,354.15
AVNW,21.763916432035618,25.012460159362547,21.763916432035618,23.805
AXON,726.0879001375857,767.9597514325169,726.0879001375857,652.17
BA,221.50341075217116,229.70320796495292,221.50341075217116,211.89
BABA,172.92535934411922,176.08988337486707,172.92535934411922,165.09
BHVN,16.2,17.16316725131347,16.2,16.48
BIIB,142.65676594135584,149.85847216710846,142.65676594135584,142.26
BILL,46.14,46.53876351169029,46.14,49.65
BMRN,53.909241024154475,64.80948211139506,53.909241024154475,52.95
BRZE,27.019692019348728,31.714858811764895,27.019692019348728,26.11
BTM,3.54389439601684,4.541294582625673,3.54389439601684,2.57
BWMX,13.384708495690719,14.858904184060568,13.384708495690719,13.17
CAL,14.914875420033933,15.08392342978683,14.914875420033933,12.69
CBZ,52.64785488319933,63.64856855446739,52.64785488319933,52.26
CCJ,77.18,77.49195576260695,77.18,91.13
CDE,13.610037172492593,13.710612291868383,13.610037172492593,23.1
CG,63.195878443699335,63.52416834653418,63.195878443699335,56.99
CHE,462.2542006456666,490.55927175759115,462.2542006456666,430.92
CHMI,2.88,2.9143550102379328,2.88,2.41
CIVI,34.93512727602385,36.53963135505785,34.93512727602385,27.98
CLDX,23.61,24.611203155505468,23.61,26.55
CLS,200.63,201.7361086331963,200.63,279.86
CMPS,4.715181526903762,7.367081197123856,4.715181526903762,6.41
CON,20.712761314573,22.627400715861654,20.712761314573,19.9
COP,94.76413658953504,100.28445941334263,94.76413658953504,86.91
COUR,11.177282749019213,11.442702794400088,11.177282749019213,10.09
CPRX,20.862926331353375,24.347138577165442,20.862926331353375,20.53
CRM,256.84224470115265,276.97962988682724,256.84224470115265,246.0
CRNT,2.504706792896614,3.0793035824828183,2.504706792896614,2.49
CRNX,34.54945021052845,36.049353184870085,34.54945021052845,42.31
CRTO,23.21551159424591,26.7910099442866,23.21551159424591,19.8
CSTM,14.94,15.053187489087474,14.94,15.49
CTRA,24.08646869157208,26.33638065268805,24.08646869157208,22.58
CVE,16.937596269985658,16.93601355534039,16.937596269985658,16.74
CVNA,366.7930699877429,380.8774809923652,366.7930699877429,344.71
CVS,73.22075923305005,73.60158838748592,73.22075923305005,81.37
CVX,155.46083637216245,159.0578923747242,155.46083637216245,151.71
CWAN,17.779537986796353,21.095041070776656,17.779537986796353,18.15
CWT,44.659075990483394,47.44960885541499,44.659075990483394,48.39
DAR,31.9,32.332505039602545,31.9,31.69
DAVA,9.180088025840233,11.33686405771337,9.180088025840233,8.52
DBRG,11.215396657879465,11.41588573990889,11.215396657879465,12.49
DDI,9.694863973492636,12.175413842637418,9.694863973492636,8.81
DDL,2.1123212360439356,2.256543634228028,2.1123212360439356,1.82
DDOG,132.7458748338511,140.10449429374137,132.7458748338511,151.17
DHR,199.44,200.79303526928143,199.44,210.92
DIS,113.59482969379401,118.50776336883541,113.59482969379401,109.88
DOX,81.71980213187983,87.46306245138965,81.71980213187983,82.49
DUOL,282.8257981047168,326.64106139188266,282.8257981047168,330.56
DVN,34.98576517468694,35.40330518563197,34.98576517468694,32.03
DXCM,74.38173831187886,81.30645454040412,74.38173831187886,66.33
EEFT,90.739714139821,100.30614327550356,90.739714139821,86.13
EFX,237.57,238.90217687020842,237.57,227.2
ENOV,30.56567265985068,31.24796157997492,30.56567265985068,31.19
ERIE,316.33762434953707,263.58109422866306,316.33762434953707,311.93
EVH,8.779647981092566,10.514442905668163,8.779647981092566,7.8
FANG,142.44653491786332,152.3290212060126,142.44653491786332,139.44
FI,129.70253049376888,143.7319688973191,129.70253049376888,118.0
FINV,8.048844899428076,8.916132759797462,8.048844899428076,6.42
FLOC,16.08285916297574,20.648810058570497,16.08285916297574,14.47
FSLR,201.49,202.1353834066126,201.49,237.79
GDEV,15.33,17.006953937239093,15.33,23.19
GDYN,7.998789893834619,9.348527285281188,7.998789893834619,7.66
GE,293.89517026972027,295.3091332677259,293.89517026972027,299.84
GOOGL,256.22446356892584,250.70699905557055,256.22446356892584,251.46
GPCR,19.82641401124187,33.660328169394134,19.82641401124187,27.56
HAL,21.62376241637394,22.916806677671783,21.62376241637394,21.82
HBM,14.176488791676238,14.789935497055602,14.176488791676238,17.25
HLF,9.95,9.930982047904001,9.95,8.61
HQY,95.54,96.36267979873335,95.54,91.04
HRTG,24.08,24.307601942826302,24.08,23.94
HTO,48.463256415586216,51.6928903112649,48.463256415586216,49.97
IBM,283.20393578435295,284.2161372041714,283.20393578435295,275.97
IDYA,25.788338881749663,31.314055888001775,25.788338881749663,27.69
IMCR,35.18002572214241,36.09605395152458,35.18002572214241,33.53
IMVT,16.718371868215034,22.757310717290203,16.718371868215034,17.41
IMXI,14.634963782280684,14.720489833494707,14.634963782280684,14.76
INSW,46.04661947745702,48.24597712734719,46.04661947745702,44.71
INTC,35.709675159770995,32.86117156870526,35.709675159770995,36.84
ITGR,105.98646884358838,114.99899045253251,105.98646884358838,103.12
JANX,23.065346577465533,37.52487345438961,23.065346577465533,27.2
KELYA,13.431002876982093,13.854346677036874,13.431002876982093,12.26
KINS,14.91,15.127479484452628,14.91,14.59
KNF,73.66094623133307,83.2800412691862,73.66094623133307,65.5
KO,65.74224434644799,68.91116970365549,65.74224434644799,67.59
KOP,28.115896641845467,34.451303967397344,28.115896641845467,26.74
KRO,6.035,6.095274638497802,6.035,5.0
LFST,5.235753585075727,6.06441215218806,5.235753585075727,5.04
LKQ,32.16888483406976,34.618828431294745,32.16888483406976,29.82
LNTH,55.15,56.11592792177902,55.15,56.36
LVO,0.4963454354647314,4.929709724448818,0.4963454354647314,4.6
LW,56.87394460657612,58.438287646227835,56.87394460657612,64.96
MA,594.5524213389895,607.5190377136871,594.5524213389895,549.88
MANH,205.20550093094118,210.95386950207137,205.20550093094118,193.04
MATV,12.28,12.378770654434055,12.28,10.79
MAX,13.489204053310678,14.03059403818987,13.489204053310678,10.61
MCD,300.85060561892107,308.9892833447088,300.85060561892107,305.33
MD,16.552851814990863,16.604233147092902,16.552851814990863,16.2
MDB,314.72797645039856,322.19412564879923,314.72797645039856,314.35
MDLZ,61.36743685757974,64.64286368470341,61.36743685757974,61.6
MDXG,7.107810794271063,8.429844367549721,7.107810794271063,6.63
META,735.1879001544766,768.9976741639022,735.1879001544766,712.07
MNKD,5.493149108868092,5.665211028396374,5.493149108868092,5.35
MNMD,9.069967013534624,12.89829590006508,9.069967013534624,11.91
MPAA,14.5252875861153,15.368283519309216,14.5252875861153,16.04
MRVL,82.09487911311909,82.53048745258012,82.09487911311909,88.23
MSFT,505.67568850735205,534.3739685481182,505.67568850735205,511.61
MTDR,49.02387247823295,53.00386124823415,49.02387247823295,42.96
MU,119.42120098501444,136.00276170219522,119.42120098501444,202.53
NESR,9.332153868600725,9.477788606530055,9.332153868600725,10.53
NFLX,1211.9418064299282,1248.2784935953398,1211.9418064299282,1183.59
NKE,69.38624875365174,72.2956309820479,69.38624875365174,66.84
NRDS,10.861936213780426,11.801751361089506,10.861936213780426,10.77
NVDA,170.80770108711673,181.78808514944208,170.80770108711673,181.81
NX,20.1,20.342325518642564,20.1,14.34
PACS,11.00209022944211,17.164649926191647,11.00209022944211,12.45
PAR,39.923872461342256,49.29842716782274,39.923872461342256,34.68
PEP,140.59449971090535,143.60294356438786,140.59449971090535,152.67
PFE,27.23994375567883,27.55457191155696,27.23994375567883,24.23
PFGC,102.54268445875846,106.84456179266996,102.54268445875846,100.63
PG,152.21727200970636,156.81397188139871,152.21727200970636,149.6
PMTS,15.316831711598207,20.176096014348982,15.316831711598207,15.275
PRCT,34.8382838930469,42.831216964810075,34.8382838930469,33.94
PRU,102.05214540394256,105.53057979238424,102.05214540394256,99.85
QCOM,165.48184849197278,168.64547122267902,165.48184849197278,164.08
QUAD,6.0566556768084405,6.897449842065999,6.0566556768084405,5.6
RARE,30.93399345675716,45.49960512531547,30.93399345675716,33.97
RCI,35.188668932201104,36.344252392819165,35.188668932201104,37.19
RCKT,3.2135313591000156,4.419897620672688,3.2135313591000156,4.0
SBUX,86.81540170129388,89.71345359597466,86.81540170129388,84.34
SHOP,153.68159622172638,155.5685580387613,153.68159622172638,156.57
SLB,34.147524815857174,37.35899231758226,34.147524815857174,32.92
SLGN,42.66688676786376,47.00848641291408,42.66688676786376,43.51
SLP,15.518918029148555,15.849992857256236,15.518918029148555,16.02
SLVM,44.84928501173854,47.11288618434628,44.84928501173854,41.97
SMCI,45.870407125845084,46.863015190235075,45.870407125845084,53.84
SMP,41.14352983781747,42.47852728528119,41.14352983781747,39.43
SNDX,15.697249754108489,21.369647862732336,15.697249754108489,15.05
SNPS,487.76,490.0485958159394,487.76,440.2
SPB,53.658965996187185,59.96239266043396,53.658965996187185,52.35
SPGI,507.71793273556517,537.2170902445993,507.71793273556517,472.05
SPNT,17.609350967778592,19.608234393104873,17.609350967778592,17.75
SPRY,9.810781096317806,15.414029261440295,9.810781096317806,10.11
SSTK,21.0731573548459,22.58323232964556,21.0731573548459,25.04
STZ,132.63575382154553,144.20827566229107,132.63575382154553,139.32
TBLA,3.5158081667187564,3.7029578101934892,3.5158081667187564,3.08
TCOM,76.00352049310692,77.82089518420342,76.00352049310692,70.19
TEAD,1.69,1.730796574657545,1.69,1.49
TMUS,237.73124356557034,246.55205476897194,237.73124356557034,226.45
TNC,80.65863601329852,88.50473805971333,80.65863601329852,79.47
TRVG,3.4537953859486152,3.6575600228567806,3.4537953859486152,3.08
TSLA,443.00115324966606,414.52800820621894,443.00115324966606,428.75
TWLO,102.48261845204631,109.92925259122872,102.48261845204631,106.23
TX,34.51793185724876,34.534758297487336,34.51793185724876,35.31
TXG,11.7328933111066,12.593525221821876,11.7328933111066,12.38
TXN,182.52057239598594,188.30429965397374,182.52057239598594,175.48
TXO,14.084346398665083,16.04433639942223,14.084346398665083,12.84
UAL,94.9343236085528,99.81561260932367,94.9343236085528,98.19
UBER,96.71628180767992,99.22275305153886,96.71628180767992,92.52
UHS,204.93940936535597,205.91453095982604,204.93940936535597,204.24
UPWK,17.71,17.777176314661673,17.71,16.74
W,86.44499465990229,85.37738833510579,86.44499465990229,83.18
WDAY,240.73,241.99990841415215,240.73,227.6
WELL,174.96086986502632,175.81747710353804,174.96086986502632,172.08
WMT,101.81188137709397,104.5995822288535,101.81188137709397,106.47
WSR,12.093289351379498,12.82314832304249,12.093289351379498,11.83
XOM,114.34565477769588,116.99963548197648,114.34565477769588,110.64
XPO,126.18866910110809,129.53627827336075,126.18866910110809,131.08
ZBH,98.34807499002665,101.49159985555784,98.34807499002665,99.92
ZM,84.60297045406304,86.5412720829828,84.60297045406304,79.83
