symbol,f10_over_c1_x,f10_over_prev_a1_x,f10_T,a1_prev,sentiment_7d,sentiment7d_gt_0_2,spy_trend_bin,rule_4a,stop_loss_pct
CHA,1.0272574254646607,1.031454161125792,13.790542134251837,13.37,,,0-1,False,-0.1575286393493709
DHR,1.0299391029850227,1.0304177711801799,242.73551435691496,235.57,,,0-1,True,-0.06166949411020706
RCKT,1.0256991317492872,1.029649017282094,4.005334677227346,3.89,,,0-1,True,-0.18308200072919034
ZM,1.0287970292605713,1.0292569192228007,89.16452691227123,86.63,,,0-1,False,-0.027598276423916213
HAL,1.0270348413727328,1.0274658377942085,31.214412152188057,30.38,,,0-1,True,-0.13161029738319097
ZBH,1.0269208945542965,1.0273500260307675,95.20452691227123,92.67,,,0-1,True,-0.04797195325313064
AAPL,1.0265113430760477,1.0269337748870868,267.3416696163553,260.33,,,0-1,False,0.011243885328080294
BILL,1.0259355681696989,1.026348590092513,57.7936891081094,56.31,,,0-1,False,-0.07158417382832705
WMT,1.0252980125802889,1.025700627136958,115.61697469087791,112.72,,,0-1,False,-0.02327683186492302
GE,1.024728119195717,1.0251214417497292,331.77030340788235,323.64,,,0-1,True,-0.13078686546028284
AHL,1.0235976064651382,1.0239725265497577,38.09177798765099,37.2,,,0-1,False,-0.006139212156124008
SNDX,1.0206988014357805,1.0238622704695857,22.63759480008254,22.11,,,0-1,True,-0.11229997262633074
NX,1.0206648807993832,1.0238230446265577,16.13545118331455,15.76,,,0-1,True,-0.10019055703391089
UIS,1.0195893941475476,1.0225795578200698,2.945029126521801,2.88,,,0-1,False,-0.0763070596421952
XPO,1.0217262062141712,1.022070752288157,147.0759812542658,143.9,,,0-1,False,-0.0662231940848792
BHVN,1.0185677745677852,1.0213987233700923,11.991221012364884,11.74,,,0-1,True,-0.157328595856573
ASML,1.0204854031059902,1.0208098710694293,1254.0343023126618,1228.47,,,0-1,True,-0.2064909942160822
SHOP,1.0196282658796858,1.0199388924005894,170.0646109188743,166.74,,,0-1,False,-0.05409178652642499
ENOV,1.017075014689482,1.019673972741116,28.234772305201503,27.69,,,0-1,True,-0.0603423927212654
SNPS,1.0177570302920906,1.0180375197657066,529.0740990222378,519.7,,,0-1,True,-0.1505804625426992
ASIX,1.0153535901158126,1.0176859769564648,18.074102950746816,17.76,,,0-1,True,-0.11455187504705489
CVNA,1.01736279350061,1.0176369477074556,458.73038328756684,450.78,,,0-1,False,-0.08904629201391945
TEAD,1.0150185431726622,1.0172991653612182,0.6504610863319629,0.6394,,,0-1,False,-0.08261780991485723
CBZ,1.0140095687954496,1.0161345389345442,53.93642132664561,53.08,,,0-1,False,-0.049424176089258975
GOOGL,1.015443313134958,1.0156866919023335,327.0308010587134,321.98,,,0-1,True,-0.06641620580470997
IMVT,1.0135323145058195,1.0155837822347524,27.146554499134933,26.73,,,0-1,False,-0.117406574725898
ITGR,1.0148859038652058,1.0151203673411304,82.10293531055062,80.88,,,0-1,True,-0.12664381108336464
BWMX,1.0130752887629888,1.0150564431980122,16.088644624688495,15.85,,,0-1,True,-0.19272598297893828
MATV,1.012822165706576,1.0147644082437777,12.501897509563342,12.32,,,0-1,False,-0.037422255576904484
UTZ,1.0124893130311208,1.014380420712558,10.082941381882826,9.94,,,0-1,False,-0.037387787611781964
BRZE,1.0122747615369945,1.0141329287726426,32.42182973286138,31.97,,,0-1,False,-0.036809200007811405
STZ,1.0057400216523813,1.01323729552192,141.4175852764242,139.570055209604,,,0-1,False,-0.04405081211346462
FLOC,1.011490254336169,1.013228110072123,18.93723337724798,18.69,,,0-1,False,-0.061031225125107946
NESR,1.0095046396636391,1.0109389311747619,16.498523356772115,16.32,,,0-1,True,-0.14210272468770047
LKQ,1.0085238003807857,1.0098086408366873,31.51612768051301,31.21,,,0-1,True,-0.07281900706654121
AENT,1.008354600297774,1.0096136931519055,7.940611696639737,7.865,,,0-1,False,-0.09077265572527593
MD,1.0086632039262304,1.008798805754377,22.12295781019349,21.93,,,0-1,False,-0.0392960059959544
IMXI,1.0084528979363503,1.0085851799067123,15.622984436754972,15.49,,,0-1,False,-0.011290114254137285
KINS,1.007377593489918,1.0084882055749895,16.982941381882824,16.84,,,0-1,False,-0.09660653738681724
AHCO,1.0073127090029803,1.008413471895004,10.588341454897542,10.5,,,0-1,False,-0.08238468706463564
MU,1.008173549716689,1.0083014240954506,342.3687485516103,339.55,,,0-1,True,-0.37803804449155465
HBM,1.0071843682291344,1.0082656537980599,21.36514920398089,21.19,,,0-1,True,-0.17240034851617048
CHE,1.0070539331139818,1.0081154293264232,442.84494579451115,439.28,,,0-1,False,-0.04014537443984911
ZTS,1.007050120394603,1.0081110382369254,126.14681327426567,125.131863941181,,,0-1,False,-0.07584845989681588
GDYN,1.0069343808317384,1.007977743952861,9.999139220012381,9.92,,,0-1,True,-0.10753555607982157
SPB,1.0065473950797907,1.007532095872237,62.859927461468864,62.39,,,0-1,True,-0.06495230226400772
DOX,1.0063960134426186,1.0073577806448424,83.27826772590912,82.67,,,0-1,True,-0.06858286246331924
ARCO,1.006217293834068,1.0071519960247362,7.775213409310963,7.72,,,0-1,True,-0.09540512885911545
EFX,1.006151185629004,1.0070758792832812,215.01070022698053,213.5,,,0-1,False,-0.011281117021072706
CSTM,1.0059465984832479,1.0068403279313025,20.136806558626052,20.0,,,0-1,True,-0.12359094428177486
LFST,1.0058082726159852,1.0066810746426509,7.348771844891351,7.3,,,0-1,True,-0.09247863522609567
UTL,1.0056866317727495,1.0065410361065952,48.948090585863724,48.63,,,0-1,False,-0.023565450918814346
LNTH,1.0055665393011957,1.0064027851202308,69.81416120379042,69.37,,,0-1,True,-0.11319575833816642
IBM,1.0062903439840953,1.0063885690973353,298.6256801082523,296.73,,,0-1,False,-0.014463652227512114
HTO,1.0055320817431557,1.0063631183423385,50.84146473865494,50.52,,,0-1,False,-0.060865718817982195
SLGN,1.0054148864153414,1.0062282087323249,40.98367494166759,40.73,,,0-1,False,-0.046320701121737695
COP,1.0052180228340197,1.0060015995028475,94.5037902572975,93.94,,,0-1,False,-0.04399237010544721
BIIB,1.0055220474515612,1.005608208582667,187.95823026618626,186.91,,,0-1,True,-0.09783372821659742
PRU,1.0055150781436977,1.005601129926166,117.5044920318725,116.85,,,0-1,False,-0.04311322402386686
CDE,1.0045814041399732,1.0052688803788068,19.371531324899607,19.27,,,0-1,True,-0.17743181636710725
AMTM,1.0042673461137528,1.0049074652214334,31.343063840256505,31.19,,,0-1,True,-0.1005648615125947
MDB,1.004749249028367,1.0048232942580662,442.725143450104,440.6,,,0-1,False,-0.08268310717242588
TCOM,1.003803694805231,1.0043739614343856,76.4931209028428,76.16,,,0-1,True,-0.09489365536286265
CHMI,1.0037577991411797,1.004321155270148,2.5308893112807733,2.52,,,0-1,False,-0.06066472123338895
KRO,1.0037003018429167,1.0042550016377207,4.8505516579101915,4.83,,,0-1,False,-0.10256003756616694
CWAN,1.003087139418015,1.0035495970316048,24.195580784431993,24.11,,,0-1,True,-0.14909925852696893
INSW,1.0030025793482604,1.0034523261535533,54.29680536816876,54.11,,,0-1,True,-0.15158184579914058
