bin,count,mean_f10_vs_a1_pct,trend_7d
<0%,2,-1.3229480143125971,
0-2%,0,,
2-5%,1,2.252476360024347,
5-10%,0,,
10-20%,0,,
>20%,2,42.19016862272649,
