bin,count,mean_f10_vs_a1_pct,trend_7d
<0%,40,-3.8486499867804533,
0-2%,29,0.9185601971776525,
2-5%,40,3.1413910508850558,
5-10%,29,7.423812285231229,
10-20%,32,13.926452837452443,
>20%,20,43.91642662730454,
