bin,count,mean_f10_vs_a1_pct,trend_7d
<0% (F10/C1),9,11.098200788196595,
0-2% (F10/C1),42,3.8500132521504824,
2-5% (F10/C1),47,4.193316537499809,
5-10% (F10/C1),40,6.851745515015333,
10-20% (F10/C1),25,8.956320409794792,
>20% (F10/C1),26,29.383708285627662,
