symbol,actual1_T
AAPL,280.7
ACCO,3.56
ADV,0.9644
AENT,6.83
AHCO,9.38
AHL,37.0
AII,20.62
ALAB,152.51
ALIT,2.16
ALK,47.32
AMTM,29.25
AMZN,229.11
ARCO,7.56641666666667
ARDT,8.87
ASIX,15.73
ASML,1110.08
ATR,122.02
AVGO,380.306031862029
AVNW,20.6
AXON,550.61
BA,201.87
BHVN,9.61
BIIB,181.98
BILL,52.67
BMRN,53.82
BRZE,29.87
BTM,1.43
BWMX,14.34
CAL,13.3993707865169
CBZ,53.57
CCJ,94.09
CDE,16.1
CG,56.3
CHA,13.6831399317406
CHE,424.3
CHMI,2.36716981132075
CIVI,29.9246748681898
CLDX,29.6
CLS,322.79
CMPS,5.68
CON,19.54
COP,93.12
COUR,8.37
CPRX,23.08
CRM,247.061405682513
CRNT,1.98
CRNX,47.42
CRTO,19.58
CSTM,18.18
CTRA,27.34
CVE,18.1802673592543
CVNA,398.85
CVS,76.1376207330974
CWAN,21.73
CWT,44.29
DAR,36.55
DAVA,6.48
DBRG,9.713667752443
DDI,9.24
DDL,1.95
DDOG,153.0
DHR,226.814869927159
DIS,104.758902373247
DOX,75.9528301886792
DUOL,188.38
DVN,37.4614309255699
DXCM,65.25
EEFT,74.01
EFX,211.28
ENOV,27.96
ERIE,298.252229046337
EVH,4.01
FANG,159.51
FINV,5.01
FLOC,18.24
FSLR,257.28
GDEV,16.95
GDYN,9.66
GE,291.523173687247
GOOGL,317.407531615328
GPCR,32.85
HAL,27.83
HBM,17.34
HLF,12.08
HQY,95.67
HRTG,28.32
HTO,47.52
IBM,307.99
IDYA,36.01
IMCR,40.215
IMVT,22.91
IMXI,15.35
INSW,50.7486621675268
ITGR,70.62
JANX,16.4
KELYA,8.69
KINS,15.13
KNF,74.05
KO,70.45
KOP,28.05
KRO,4.78
LFST,6.46
LKQ,28.87
LNTH,61.87
LVO,4.61
LW,59.76
MA,541.491468572717
MANH,178.6
MATV,12.14
MAX,13.49
MD,22.29
MDB,396.73
MDLZ,55.2864715626726
MDXG,6.86
META,660.994067141435
MNKD,5.71
MPAA,12.98
MRVL,98.119257925072
MSFT,480.84
MTDR,44.63
MU,226.561490398492
NESR,14.72
NRDS,15.6
NVDA,183.38
NX,13.5923343653251
PACS,31.49
PAR,34.47
PEP,145.482958840501
PFE,25.2762653374233
PFGC,92.99
PG,144.344063891306
PMTS,14.28
PRCT,35.43
PRU,110.25
QUAD,5.95
RARE,36.54
RCI,37.1820291421835
RCKT,3.42
SBUX,85.0
SHOP,162.31
SLB,38.12
SLGN,38.56
SLP,20.49
SLVM,47.414836709384
SMCI,34.23
SMP,37.04
SNDX,19.74
SNPS,463.74
SPB,56.94
SPGI,496.99
SPNT,21.84
SPRY,9.97
SSTK,19.11
STZ,137.126163574501
TBLA,3.96
TCOM,71.12
TEAD,0.6183
TNC,74.27
TRVG,3.14
TSLA,454.53
TWLO,125.22
TX,38.6
TXG,18.15
TXO,12.43
UAL,104.73
UBER,90.99
UHS,230.59
UIS,2.81
UPWK,19.58
UTL,48.29
UTZ,9.48272181454303
VCEL,36.79
VERA,42.61
W,94.51
WDAY,216.62
WELL,203.87
WMT,114.609210245008
XPO,140.85
ZBH,92.9143842689223
ZM,86.58
ZTS,119.894387977701
