bin,count,mean_f10_vs_a1_pct,trend_7d
<0%,32,-2.6556583868112233,
0-2%,27,1.0264809004660078,
2-5%,42,3.377486459571611,
5-10%,38,7.301780216906613,
10-20%,29,13.52450072717307,
>20%,20,36.83448971729904,
