symbol,f10_over_c1_x,f10_T,f10_date,a1_prev,a1_prev_date,f10_over_prev_a1_x
SNPS,0.9999173489469442,598.2899490087458,20250915,425.45,20250912,1.4062520836966643
NX,0.9991566510371291,18.22664747384962,20250915,14.4,20250912,1.2657394079062236
TXG,1.0198118819187285,14.241124426596404,20250915,12.64,20250912,1.126671236281361
PAR,0.9994346291896031,48.38298876208314,20250915,44.02,20250912,1.0991137837819884
SLVM,1.0450926743158828,47.460822764718024,20250915,43.3,20250912,1.096092904496952
PFE,1.0394900715149407,25.878995730226503,20250915,23.87,20250912,1.0841640439977587
STZ,0.9997614476690121,148.5374659529214,20250915,139.49,20250912,1.0648610362959452
VCEL,0.9994258954181383,34.10941036650212,20250915,32.18,20250912,1.0599568168583628
FINV,0.9995697899851976,7.920336145458009,20250915,7.48,20250912,1.0588684686441188
LW,1.0236282400772403,59.39307193536611,20250915,56.42,20250912,1.0526953551110618
AMZN,1.0327832575468014,240.073471929017,20250915,228.15,20250912,1.0522615469165768
CVNA,1.0303336162981325,380.2554991190616,20250915,361.77,20250912,1.0510973798796517
HAL,1.0495878341183733,23.214457548292884,20250915,22.23,20250912,1.0442850898917178
CBZ,0.9993698820353764,58.06100121426644,20250915,55.69,20250912,1.0425749903800763
MATV,1.0311847276918276,12.824076205139601,20250915,12.32,20250912,1.0409152763912013
ZBH,1.0121231679506792,107.03271051253155,20250915,103.08,20250912,1.0383460468813694
BILL,1.0277377824444702,52.99331288392247,20250915,51.07,20250912,1.0376603266873403
LNTH,0.9994013818053616,54.84961647434167,20250915,52.94,20250912,1.0360713349894537
FSLR,1.0180810994533116,208.91007936381962,20250915,201.7,20250912,1.0357465511344552
PEP,1.0132433358924011,148.360381025698,20250915,143.53,20250912,1.033654156104633
DAVA,0.9991536158471114,10.206214861668862,20250915,9.88,20250912,1.03301769854948
MA,1.0254982389467648,599.3630684433581,20250915,580.41,20250912,1.0326546207738636
ALK,1.0311298400472706,65.37552157902255,20250915,63.37,20250912,1.0316478077800624
MDXG,0.9993017358564851,7.155159680005079,20250915,6.94,20250912,1.031002835735602
INSW,1.0354040819108046,48.474236520055236,20250915,47.11,20250912,1.028958533645834
UHS,1.0366051940975185,197.19580141585055,20250915,191.72,20250912,1.0285614511571592
SMP,1.0391377223113167,41.5813650576975,20250915,40.44,20250912,1.0282236661151707
SLGN,0.9996880224291984,45.21278265424358,20250915,43.98,20250912,1.028030528745875
COUR,0.9999149104497745,11.262906104665005,20250915,10.97,20250912,1.0267006476449412
AHL,1.0270450062707557,37.61652584879605,20250915,36.64,20250912,1.026651906353604
GDYN,0.9992396326402643,7.777945945302455,20250915,7.58,20250912,1.0261142408050732
MD,1.0,17.07,20250915,16.64,20250912,1.025841346153846
IMXI,1.025919424611784,14.86152600752369,20250915,14.5,20250912,1.024932828105082
SHOP,0.9999038674309673,146.8628126140855,20250915,143.38,20250912,1.0242907840290523
PFGC,1.027309649528546,108.34670608403042,20250915,105.88,20250912,1.0232971862866491
RCI,1.0172707498696023,36.520019920318724,20250915,35.79,20250912,1.0203973154601487
ZM,1.0234591907745085,85.67548142092983,20250915,83.98,20250912,1.0201891095609648
XPO,1.0140922707828937,132.78499952381708,20250915,130.19,20250912,1.019932402825233
AAPL,0.9957124878116422,238.64582355835623,20250915,234.07,20250912,1.019548953553878
TCOM,1.0335445111150559,75.27242908842717,20250915,73.87,20250912,1.0189850966349963
SPRY,0.9978365030347741,10.217169965556103,20250915,10.03,20250912,1.018661013515065
HLF,0.9867192105430996,9.726967905271344,20250915,9.56,20250912,1.0174652620576718
AMTM,0.9998875469045454,24.248268916366403,20250915,23.85,20250912,1.0166989063465997
FANG,0.9996927237949184,138.83939655719752,20250915,136.88,20250912,1.0143147030771298
PRU,1.0233588899126642,108.22003952318217,20250915,106.9,20250912,1.0123483584956237
CVS,1.0277430005901755,75.86082276471802,20250915,74.98,20250912,1.0117474361792214
MANH,1.0144293669837727,218.4676297201632,20250915,216.1,20250912,1.0109561764005701
ATR,0.9997048343374992,136.37208635577213,20250915,135.23,20250912,1.008445510284494
UAL,1.0047736353543264,107.10706814177553,20250915,106.58,20250912,1.0049452818706655
EEFT,0.999604467844516,91.26950322217108,20250915,90.83,20250912,1.0048387451521643
AVGO,1.0045505923259384,361.53415620386977,20250915,359.87,20250912,1.0046243260173668
DOX,0.9997839988447303,85.38593502484088,20250915,85.0,20250912,1.0045404120569514
EFX,1.0304877574139946,257.4084518499706,20250915,256.25,20250912,1.0045207877072024
HTO,0.9997777375926202,49.823584982778044,20250915,49.66,20250912,1.0032940995323811
CCJ,1.031248461042053,78.25963794225487,20250915,78.11,20250912,1.0019157334816908
TXO,0.9994444721665441,13.883398636529579,20250915,13.86,20250912,1.0016882133138225
TX,1.0007857675934864,34.607610434755,20250915,34.62,20250912,0.9996421269426634
W,0.9768358187742268,87.50156680052697,20250915,87.61,20250912,0.99876231937595
UPWK,1.0382728345875756,16.820019920318728,20250915,16.86,20250912,0.9976287022727597
DDOG,0.9998269455192026,136.15145422294884,20250915,136.5,20250912,0.9974465510838743
KINS,0.9994039756324751,13.734836708941128,20250915,13.77,20250912,0.9974463840915851
MDLZ,0.9997972367093124,61.77798907953842,20250915,61.98,20250912,0.9967407079628658
META,0.9998546538921664,752.7818052491231,20250915,755.59,20250912,0.9962834410846134
WELL,0.9999373114803846,167.85190723163123,20250915,169.13,20250912,0.9924431338711714
SPGI,0.9998491785353641,538.3062099807939,20250915,544.23,20250912,0.9891152821064512
TRVG,0.9996897647499566,3.343145783400263,20250915,3.38,20250912,0.9890963856213797
CLS,0.9829355827705012,238.47317375914668,20250915,241.77,20250912,0.9863637910375426
UIS,0.9990385813217106,3.891354780082856,20250915,3.95,20250912,0.9851531088817356
MNMD,0.9983203580527675,9.267276630529675,20250915,9.44,20250912,0.9817030328950928
HBM,1.0411426622640163,13.252128378914621,20250915,13.53,20250912,0.9794625557217016
ASML,1.0183575229658954,796.2858396692117,20250915,813.87,20250912,0.9783943869035738
MDB,0.9941879384810512,322.8223298042888,20250915,330.1,20250912,0.9779531348206264
CG,1.0167734393566497,64.83684711353787,20250915,66.6,20250912,0.9735262329360042
MSFT,0.9997629081292755,495.3561925604356,20250915,509.9,20250912,0.9714771377925782
GOOGL,0.9941866039837888,233.61194814368028,20250915,240.8,20250912,0.9701492863109645
AXON,0.9997881890789242,728.8782124093268,20250915,756.13,20250912,0.9639588594677196
SSTK,0.9996653600222717,20.13043261218076,20250915,20.92,20250912,0.9622577730487933
UBER,0.9998338568644151,91.03586851796003,20250915,95.89,20250912,0.949378126164981
NVDA,0.9997653595626046,167.13894057237187,20250915,177.82,20250912,0.939933306559284
CVE,0.9888472531839649,15.769277154330885,20250915,16.87,20250912,0.9347526469668573
SLP,0.9991823983514374,13.874423858351456,20250915,15.05,20250912,0.9218886284618907
CDE,0.9732153173329537,14.270903715814034,20250915,15.53,20250912,0.918924901211464
SMCI,0.9997642686285596,40.438911247440515,20250915,45.0,20250912,0.8986424721653448
BTM,0.9989211941254343,3.531564498976207,20250915,3.93,20250912,0.8986169208590857
DUOL,0.9992842039359351,271.77026880525705,20250915,307.91,20250912,0.8826289136606704
MU,1.0360814633803994,136.18927588450978,20250915,157.23,20250912,0.8661786928990002
TSLA,0.9716054845522428,340.72203068205266,20250915,395.94,20250912,0.8605395531698051
ALAB,0.9796322577881034,187.24417771146489,20250915,229.5,20250912,0.8158787699845964
LVO,0.9967969531759903,0.447863650973794,20250915,0.57,20250912,0.7857257034627966
