symbol,actual1_T
AAPL,260.25
ACCO,3.94
ADV,0.8742
AENT,7.74
AHCO,10.6
AHL,37.26
AII,19.76
ALAB,172.57
ALIT,1.66
ALK,48.67
AMRK,
AMTM,34.4
AMZN,246.47
ARCO,7.88
ARDT,8.86
ASIX,18.26
ASML,1281.23
ATR,125.13
AVGO,352.21
AVNW,22.16
AXON,631.73
BA,239.81
BABA,166.31
BHVN,11.84
BIIB,185.63
BILL,53.7
BMRN,57.71
BRZE,30.21
BTM,1.37
BWMX,16.4
CAL,13.79
CBZ,54.24
CCJ,109.79
CDE,21.61
CG,65.81
CHA,12.58
CHE,446.15
CHMI,2.59
CIVI,25.83
CLDX,25.67
CLS,314.7
CMPS,7.0
CON,20.61
COP,95.5
COUR,7.33
CPRX,23.22
CRM,259.4
CRNT,2.26
CRNX,55.35
CRTO,21.08
CSTM,21.89
CTRA,24.93
CVE,16.64
CVNA,464.52
CVS,80.36
CVX,162.34
CWAN,24.09
CWT,44.58
DAR,39.4
DAVA,6.9
DBRG,15.36
DDI,9.085
DDL,3.03
DDOG,126.57
DHR,239.0
DIS,112.82
DOX,83.98
DUOL,161.74
DVN,35.72
DXCM,70.98
EEFT,74.03
EFX,221.65
ENOV,26.95
ERIE,282.3
EVH,4.15
FANG,147.56
FI,68.2
FINV,5.14
FLOC,19.24
FSLR,237.83
GDEV,14.6
GDYN,9.71
GE,324.17
GOOGL,331.86
GPCR,69.36
HAL,31.9
HBM,22.54
HLF,15.31
HQY,84.56
HRTG,26.79
HTO,51.81
IBM,312.18
IDYA,36.84
IMCR,32.64
IMVT,25.81
IMXI,15.51
INSW,54.46
ITGR,83.57
JANX,14.03
KELYA,9.56
KINS,17.09
KNF,79.4
KO,70.5
KOP,28.93
KRO,5.31
LFST,7.46
LKQ,33.2
LNTH,67.48
LVO,3.99
LW,41.43
MA,566.28
MANH,176.31
MATV,13.31
MAX,11.54
MD,22.66
MDB,418.19
MDLZ,54.92
MDXG,6.0
META,641.97
MNKD,5.77
MNMD,13.88
MPAA,13.26
MRVL,82.89
MSFT,477.18
MTDR,41.89
MU,345.87
NESR,17.8
NRDS,13.14
NVDA,184.94
NX,17.7
PACS,41.51
PAR,37.86
PEP,141.36
PFE,25.27
PFGC,92.02
PG,143.46
PMTS,13.65
PRCT,31.33
PRU,117.74
QCOM,169.27
QUAD,6.2
RARE,24.37
RCI,36.33
RCKT,3.6
SBUX,89.96
SHOP,167.93
SLB,45.15
SLGN,43.04
SLP,18.91
SLVM,50.6
SMCI,30.12
SMP,38.71
SNDX,20.72
SNPS,533.42
SPB,63.2
SPGI,544.48
SPNT,20.44
SPRY,11.38
SSTK,18.98
STZ,151.82
TBLA,4.26
TCOM,78.96
TEAD,0.6401
TNC,77.95
TRVG,2.85
TSLA,448.96
TWLO,132.01
TX,40.47
TXG,19.8
TXO,10.47
UAL,115.29
UBER,84.67
UHS,205.96
UIS,3.38
UPWK,20.4
UTL,49.36
UTZ,9.95
VCEL,36.59
VERA,46.46
W,114.84
WDAY,207.91
WELL,186.68
WMT,117.97
XOM,124.03
XPO,146.13
ZBH,91.45
ZM,86.75
ZTS,125.32
