symbol,actual1_T
AAPL,259.96
ACCO,4.0
ADV,0.798
AENT,7.61
AHCO,10.54
AHL,37.27
AII,19.0
ALAB,172.14
ALIT,1.58
ALK,47.79
AMRK,
AMTM,34.6
AMZN,236.65
ARCO,7.64
ARDT,8.69
ASIX,18.44
ASML,1263.72
ATR,126.85
AVGO,339.89
AVNW,21.67
AXON,629.22
BA,242.61
BHVN,11.7
BIIB,169.31
BILL,50.31
BMRN,56.08
BRZE,27.24
BTM,1.37
BWMX,16.34
CAL,13.86
CBZ,51.15
CCJ,110.79
CDE,20.76
CG,65.56
CHA,11.88
CHE,451.82
CHMI,2.64
CIVI,27.03
CLDX,26.34
CLS,310.04
CMPS,7.63
CON,20.43
COP,100.34
COUR,6.61
CPRX,23.17
CRM,239.57
CRNT,2.28
CRNX,55.42
CRTO,20.52
CSTM,22.77
CTRA,25.36
CVE,18.41
CVNA,458.61
CVS,79.33
CWAN,24.14
CWT,45.67
DAR,39.68
DAVA,7.0
DBRG,15.36
DDI,8.96
DDL,2.74
DDOG,122.41
DHR,237.95
DIS,113.53
DOX,84.05
DUOL,156.27
DVN,37.92
DXCM,69.7
EEFT,74.77
EFX,219.77
ENOV,24.27
ERIE,283.85
EVH,3.9
FANG,153.73
FI,67.5
FINV,5.19
FLOC,19.78
FSLR,236.45
GDEV,16.45
GDYN,9.4
GE,318.88
GOOGL,335.84
GPCR,84.33
HAL,33.04
HBM,23.09
HLF,15.89
HQY,85.6
HRTG,26.0
HTO,53.75
IBM,309.03
IDYA,37.03
IMCR,33.13
IMVT,27.35
IMXI,15.5
INSW,56.46
ITGR,84.7
JANX,14.12
KELYA,10.32
KINS,15.87
KNF,79.01
KO,71.44
KOP,29.36
KRO,5.49
LFST,7.25
LKQ,33.27
LNTH,65.6
LVO,4.11
LW,43.28
MA,546.82
MANH,173.48
MATV,13.21
MAX,11.41
MD,22.02
MDB,386.89
MDLZ,57.23
MDXG,5.69
META,615.52
MNKD,5.61
MNMD,
MPAA,13.07
MRVL,81.21
MSFT,459.38
MTDR,43.59
MU,333.35
NESR,18.29
NRDS,12.93
NVDA,183.14
NX,18.05
PACS,39.49
PAR,39.72
PEP,145.92
PFE,25.58
PFGC,94.2
PG,146.35
PMTS,13.72
PRCT,31.37
PRU,117.71
QUAD,6.15
RARE,24.07
RCI,36.09
RCKT,3.96
SBUX,91.15
SHOP,157.51
SLB,46.97
SLGN,42.87
SLP,19.89
SLVM,52.16
SMCI,28.27
SMP,39.36
SNDX,21.44
SNPS,505.34
SPB,63.99
SPGI,545.0
SPNT,20.17
SPRY,11.79
SSTK,18.72
STZ,156.36
TBLA,4.25
TCOM,62.78
TEAD,0.656
TNC,78.33
TRVG,2.84
TSLA,439.2
TWLO,123.03
TX,42.08
TXG,20.92
TXO,10.98
UAL,110.75
UBER,84.65
UHS,199.22
UIS,3.27
UPWK,20.1
UTL,50.1
UTZ,10.43
VCEL,37.33
VERA,48.41
W,114.6
WDAY,193.99
WELL,188.71
WMT,120.04
XPO,150.16
ZBH,89.24
ZM,82.76
ZTS,125.84
