symbol,f10_over_c1_x,f10_over_prev_a1_x,f10_T,a1_prev,sentiment_7d,sentiment7d_gt_0_2,pct_above_sma200,bb_percent_b
XOM,0.9920316591399818,1.0001282014858095,129.14655465786257,129.13,0.08,False,0.1665323644300225,0.9850799635938108
TX,0.9961160213276694,0.9998156183375353,41.89227440834273,41.9,0.38,True,0.29582953192410577,0.966255442670537
KRO,1.0061199898611102,0.9997557660972286,5.5286493865176745,5.53,-0.62,False,-0.042855164774300625,0.978257849402612
GE,1.0020658999679035,0.9990540224137299,319.63734393104875,319.94,0.22,True,0.19653791623486616,0.6206788769309738
HTO,1.0035981200213038,0.9989336913392197,53.972387343058045,54.03,0.29,True,0.08563517594603787,1.1068219633943432
BWMX,1.004342076139885,0.9988803618804798,16.42159314931509,16.44,0.35,True,0.40391627740155944,0.8069389182807924
AXON,1.008237975186669,0.9968527156913922,635.1845819113983,637.19,0.06,False,-0.06741678444885757,0.8463294632401669
GOOGL,0.9865409389648431,0.9954045710768847,331.2507331629657,332.78,0.3,True,0.4733310040147449,0.8304289386186249
AMTM,0.9952912208973637,0.9951673768267325,34.41288789066841,34.58,0.47,True,0.43526569847798746,0.9156168290943664
CLS,1.0055187172301188,0.9951457637252353,312.008051300773,313.53,0.18,False,0.49850880379299123,0.743795868657471
CRNX,1.011015223569665,0.9945550948797347,56.12274400406343,56.43,0.27,True,0.5391749062393454,0.9609352723125177
UIS,1.016122056895481,0.9942491791767342,3.3307347502420597,3.35,0.25,True,-0.12855730711201285,0.9575272403824774
DHR,1.0018222121532,0.9939908057426857,238.44845438961286,239.89,0.23,True,0.16798108561039893,0.8810804362306013
UTL,1.004737993353984,0.9933543607755162,50.37299963492643,50.71,,,0.010888329831472143,1.049492218412029
ITGR,1.0000504176654954,0.9932564242331781,84.70490785860542,85.28,-0.48,False,-0.15931013746974831,0.9510783798001058
CWT,1.004280995541829,0.9927501897547212,45.89484127236076,46.23,-0.09,False,0.006154890831214788,1.2049549549549534
CHE,1.0072244240688204,0.9926904583632231,455.575432056634,458.93,0.32,True,-0.04804812840325445,1.0872830688132546
CCJ,1.0100337562516872,0.9918385673823952,111.91906394342948,112.84,0.22,True,0.4974215791135965,0.9266834786539307
CG,0.9998982212552171,0.9914145715506507,65.55233147092903,66.12,-0.05,False,0.21740603400341008,0.8476400463395499
ALAB,1.0036974159294907,0.9909537656321761,172.8718844145331,174.45,0.19,False,0.2540615924317795,0.7080304689186341
CSTM,0.9970096612248648,0.9900428011987841,22.691781003476134,22.92,0.24,True,0.5894701072822974,1.033876576165221
NESR,0.9987009976608087,0.9898482404611032,18.262700036507354,18.45,0.47,True,0.9330099426907077,0.9428609738344249
NX,1.0146805575846598,0.9884333579442375,18.35520745702449,18.57,-0.01,False,0.11188949363223233,1.052265705458291
GPCR,0.996614955182197,0.9880274487994054,84.00209369692544,85.02,0.32,True,1.8512691870428561,1.1232786354062998
LKQ,1.006595817948448,0.9879884461248524,33.52244797701624,33.93,0.11,False,0.00844981676707568,0.9619321084432861
STZ,1.002683974952313,0.9879842762150882,156.84250384914526,158.75,0.16,False,0.015342383045349184,1.0801384125428715
DAR,1.0043491061865928,0.9863581877901713,39.878461532356624,40.43,0.3,True,0.20132166182334643,0.9454045157640284
UAL,1.028851937552139,0.982558048436534,113.99638477960667,116.02,0.2,False,0.2651036606442847,0.731110952312896
MDB,0.9879188266411406,0.9818712252940145,382.14428088443043,389.2,0.34,True,0.40701940725150054,-0.0016039425943770846
CHMI,1.0023749768040793,0.9804475619728552,2.647208417326709,2.7,,,0.08381502890173409,0.9804504887377818
TXG,0.9941772263943259,0.9801946240446021,20.780126029745563,21.2,0.47,True,0.6589328053962267,0.9208270165716972
BA,1.0007381003291274,0.9801236107219858,242.81582332026477,247.74,0.19,False,0.1895301754333738,0.985267298485088
MD,1.007578596781594,0.9788041450557212,22.189489968413202,22.67,,,0.3565346433935508,0.9448818897637798
CDE,1.0001285623330363,0.9784668902746649,20.763067411628388,21.22,0.42,True,0.6661039705408949,0.9057102097470696
SBUX,1.0008841834370261,0.9781586174011287,91.2426358311773,93.28,0.13,False,0.08371110641234458,1.0625908241644184
TSLA,0.9725106445846368,0.9734924219958908,426.94457151473785,438.57,0.03,False,0.2190767481258078,0.3962261705739794
CVNA,0.9781906261773672,0.973043410699231,448.45624712306153,460.88,,,0.3524160704167201,0.7545161532119031
PACS,0.9686444101229159,0.9711243763212277,38.233166695766734,39.37,0.33,True,1.4560965719454755,0.5497629191036656
XPO,0.9973665320484442,0.9698124540328941,149.7584391517595,154.42,0.12,False,0.21366834834372228,1.0869562903191454
W,0.9998602585901699,0.9689775520526822,114.58159553022968,118.25,0.18,False,0.6555781432883632,0.925517709716309
CON,1.0104350381523908,0.9580812293916103,20.67539293027095,21.58,0.47,True,0.03949402941218949,1.3221510114159822
HLF,0.9889631719816349,0.9405742084638983,15.688777797177822,16.68,0.36,True,0.7660137638962412,1.0816176131914694
ASML,0.9489925814787509,0.8999042636079593,1198.3125174203585,1331.6,0.34,True,0.5338522198582949,0.9425843824320339
MU,0.9071025909882843,0.8969712151620399,301.9474201599975,336.63,0.25,True,1.105525856067671,0.740312251024305
ERIE,0.8468960225364238,0.8472170179891966,239.82172128220188,283.07,,,-0.14733123441929852,0.4777578910080709
AMRK,1.0113866186002158,,29.633426453548356,,,,,
MNMD,1.0188183846778867,,15.345759114934683,,0.2,False,,
