bin,count,mean_f10_vs_a1_pct,trend_7d
<0% (F10/C1),5,-1.2139128553083747,
0-2% (F10/C1),2,,
2-5% (F10/C1),11,3.816757526451675,
5-10% (F10/C1),10,5.708255409156087,
10-20% (F10/C1),7,14.274542166101023,
>20% (F10/C1),11,30.362204529958376,
