symbol,f10_over_c1_x,f10_over_prev_a1_x,f10_T,a1_prev,a1_T,f10_over_a1_T_x,sentiment_7d,sentiment7d_gt_0_2,pct_above_sma200,bb_percent_b,f10_over_ma20_x,f1_over_prev_a1_x,rule2_ok,spy_trend_value,spy_trend_bin,persist_2of3_ok,rule_4a,stop_loss_pct
CG,1.003599761014801,1.0189550431118162,61.46336820050475,60.32,60.54,1.0152522002065536,-0.03,False,0.10784322597576534,0.29195477993634095,0.973977992417535,1.0151649010181598,False,-0.0004060854809937453,<0,False,False,-0.027930938863757082
NESR,1.0024757529755486,1.0184294405320138,20.317667338613674,19.95,19.3,1.0527288776483767,0.45,True,1.012756065091697,0.8591219605407732,1.1284583743564869,1.0158211754525597,False,-0.0004060854809937453,<0,True,True,-0.28770383804931854
SLGN,1.003546509996473,1.018203427166055,43.42637616863224,42.65,42.39,1.0244486003451814,0.19,False,-0.06775934611670575,0.7851387391477045,1.027964875574204,1.0144719087713172,False,-0.0004060854809937453,<0,True,False,-0.05804531252251954
NX,1.0135476602587081,1.0177950139157514,18.849563657719717,18.52,18.38,1.0255475330641848,-0.04,False,0.1076893695242187,0.7046778097110873,1.0785045720337416,1.0036869379460294,False,-0.0004060854809937453,<0,True,True,-0.22512047107363453
STZ,1.0145875124545367,1.0166421918739272,163.9437198615895,161.26,157.68,1.0397242507711155,0.17,False,0.03734972716193208,0.7716520056195826,1.076947512721471,1.0160871653372272,False,-0.0004060854809937453,<0,True,True,-0.18063502125044306
PACS,0.9973610936609039,1.0158804487606525,34.93612863287884,34.39,34.33,1.017655946195131,0.3,True,1.0534615159153526,0.17893292971336686,0.9092267497626182,1.0159825116942554,False,-0.0004060854809937453,<0,False,False,-0.0027395498334167323
XPO,1.0125780364622363,1.014548543622187,150.69089518420344,148.53,148.145,1.0171851576779738,0.15,False,0.15158349502765756,0.6297090725683531,1.0289600810667652,1.0140700115289827,False,-0.0004060854809937453,<0,False,False,-0.08462744213602624
HTO,1.0041892154965968,1.011146815858569,52.973981682830434,52.39,51.26,1.0334370207341093,0.28,True,0.05826478298747029,0.6803256851710017,1.0258919318091761,1.0067724136113614,False,-0.0004060854809937453,<0,False,False,-0.08506789312142804
ZM,1.000248829504041,1.0110895802995832,95.48729996349263,94.44,96.22,0.9923851586311851,,,0.1818481202597937,1.039000751657062,1.1103884546510838,1.010828742333013,False,-0.0004060854809937453,<0,True,True,-0.16512690001937902
ERIE,0.9842133292388258,1.0109060552264426,275.4719000492056,272.5,273.53,1.0070994042671941,-0.22,False,-0.14283060524011437,0.44123603780532816,0.9785597188323778,1.0277211552925694,False,-0.0004060854809937453,<0,False,False,0.014541039460258087
KO,1.0235946406768544,1.0102553243553878,74.299227829717,73.545,73.045,1.017170618518954,0.18,False,0.04882469768235187,0.7722946516300281,1.0508594058511695,1.0093710838529133,False,-0.0004060854809937453,<0,True,True,-0.083147654170873
KO,1.0235946406768544,1.0102553243553878,74.299227829717,73.545,73.045,1.017170618518954,0.18,False,0.04882469768235187,0.7722946516300281,1.0508594058511695,1.0093710838529133,False,-0.0004060854809937453,<0,True,True,-0.083147654170873
CRNX,1.0162125330453884,1.0101191020250753,53.500958238758116,52.965,51.32,1.0424972376998853,0.35,True,0.3930443270312136,0.5081976833750248,1.020850901934394,0.9934071853944956,False,-0.0004060854809937453,<0,False,False,-0.15771958276391262
IBM,1.0006907555597615,1.0097901544890777,296.56527047189724,293.69,294.11,1.0083481366560036,0.28,True,0.07751818468748217,0.38605619146722114,0.9919964358602118,1.0090673131490446,False,-0.0004060854809937453,<0,False,False,-0.017671388663928256
CAL,1.0090808151141903,1.0096542302873375,12.812512182346312,12.69,12.3,1.0416676571013261,0.08,False,-0.07004033736707005,0.3217689668318718,0.9745207972881773,1.0002318874471192,False,-0.0004060854809937453,<0,False,False,-0.05565712585969551
ARCO,1.0059639264606228,1.0094552786512798,7.833372962333931,7.76,7.795,1.0049227661749751,0.34,True,0.07884738053637297,0.6424273460504417,1.0214733869278927,1.0032490995479209,False,-0.0004060854809937453,<0,False,False,-0.07209960581415598
IMXI,1.0087956940103626,1.008281622267839,15.608199512706149,15.48,15.47,1.0089333880223754,0.31,True,0.17081661999545905,0.5443097014925378,1.0095533464445618,1.0079478097369932,False,-0.0004060854809937453,<0,False,False,-0.009304552818790834
KRO,0.9990696614480367,1.008187371855361,5.514784924048824,5.47,5.41,1.0193687475136457,-0.63,False,-0.03626237407685462,0.7220713731574859,1.0653501253837194,1.0082230202840285,False,-0.0004060854809937453,<0,True,True,-0.22286751762537327
CHMI,1.0017294642194634,1.0075858362568628,2.705367970349677,2.685,2.73,0.9909772785163652,,,0.08021604320864184,0.7224361218060908,1.0261599037891356,1.0057818611669935,False,-0.0004060854809937453,<0,True,False,-0.07139723686742494
GPCR,1.004633359229111,1.0060025611593897,90.04728924937697,89.51,89.05,1.0111992054955303,0.16,False,1.728920709878894,0.7437595756690648,1.144365868141407,1.0011911240532645,False,-0.0004060854809937453,<0,True,True,-0.39011574439824714
CWT,1.0050870922641886,1.0052862523240158,44.770423247250044,44.535,43.68,1.024963902180633,0.01,False,-0.028954648189680077,0.5798642176727539,1.0127565685419575,1.000009787937112,False,-0.0004060854809937453,<0,False,False,-0.05213210954817238
CWT,1.0050870922641886,1.0052862523240158,44.770423247250044,44.535,43.68,1.024963902180633,0.01,False,-0.028954648189680077,0.5798642176727539,1.0127565685419575,1.000009787937112,False,-0.0004060854809937453,<0,False,False,-0.05213210954817238
PFE,1.0275701121247391,1.0045269230588398,26.604895557213375,26.485,25.865,1.028606052859593,0.13,False,0.09189097966416315,0.8390079029772843,1.0558378101831254,1.0035035298261146,False,-0.0004060854809937453,<0,True,True,-0.08409871820327453
TXO,1.0191062464043423,1.0044756425625234,11.702141235853398,11.65,11.81,0.9908671664566806,-0.19,False,-0.14588570533429812,0.8492978033849472,1.0767520459931357,0.984946522750882,False,-0.0004060854809937453,<0,True,True,-0.13019974451365435
SBUX,0.9973077103221412,1.0036213817850568,96.06663866446563,95.72,95.16,1.0095275185420935,0.1,False,0.11413492910733902,0.8069414316702817,1.0545822049022238,1.0037242583384727,False,-0.0004060854809937453,<0,True,True,-0.14900130140223167
DBRG,1.0010217215666222,1.0034535108037386,15.428097728607481,15.375,15.385,1.0028012823274282,,,0.347852707076008,0.8741623231571128,1.004446524603672,1.0023913906128474,False,-0.0004060854809937453,<0,False,False,-0.04738382955209086
ITGR,0.9980050899035943,1.0032089399188207,86.06529495563562,85.79,85.92,1.0016910492974351,-0.44,False,-0.14002855934840008,0.7437689667180737,1.0331968181949054,1.0032850839485579,False,-0.0004060854809937453,<0,True,True,-0.11123149550999833
SMCI,1.0137586566050831,1.0028213201947547,31.288025190076347,31.2,31.21,1.0025000060902385,0.1,False,-0.2635912835986476,0.5568518048862968,1.0247952962587648,0.9887072470664895,False,-0.0004060854809937453,<0,False,False,-0.0988369439500073
GOOGL,1.0062325699577481,1.0024495537953981,335.36949822225046,334.55,336.01,0.9980938014411788,0.28,True,0.43394560507246527,0.7174512513629324,1.0274816542986447,1.0022137856053037,False,-0.0004060854809937453,<0,False,False,-0.07946343261682565
W,1.0095111768815885,1.0005297655467653,111.19387549403977,111.135,108.695,1.0229897924839209,0.18,False,0.4739144050942594,0.4751153567184675,1.0052441512183812,1.0001718281860648,False,-0.0004060854809937453,<0,False,False,-0.1103068125977712
CSTM,1.0022086738905351,0.998560872903476,22.647360597450835,22.68,23.06,0.9821058368365497,0.23,True,0.5085847084671737,0.6947354055068408,1.0558948456745616,0.9962787694196059,False,-0.0004060854809937453,<0,True,True,-0.2088534692470736
CVNA,1.004097561316088,0.9955240440114358,475.68129870954425,477.82,410.03,1.160113403188899,,,0.3484747214008126,0.7799804960236612,1.0588366333804733,0.9953697833483859,False,-0.0004060854809937453,<0,True,True,-0.14272652245452888
BWMX,1.0079156186988307,0.9954492132699365,18.385946969095727,18.47,18.52,0.9927617153939378,0.32,True,0.5136661958959872,0.7268829858776057,1.089828219027043,0.9873420830791463,False,-0.0004060854809937453,<0,True,True,-0.2914286350507559
TSLA,0.9858072794155781,0.9954255538842227,428.92887116871157,430.9,431.46,0.9941335724486895,0.03,False,0.15895344799302924,0.3698590337413885,0.9751519435652864,0.9959697260309743,False,-0.0004060854809937453,<0,False,False,-0.02599205391571424
CVX,1.0040620710937223,0.9949775057000163,168.19099756353074,169.04,169.92,0.989824609013246,0.14,False,0.12693909213786747,0.7188586433907836,1.0333300416765834,0.994824659687904,False,-0.0004060854809937453,<0,True,True,-0.11949348411769756
SPB,1.0054469064872056,0.994932733511398,64.93428485262139,65.265,62.645,1.0365437760814333,0.37,True,0.13839238460832815,0.7231057570860105,1.032550051482913,0.9893432478607797,False,-0.0004060854809937453,<0,True,True,-0.10110136706281159
INSW,1.0014634942088467,0.9948835709009486,57.16600998396851,57.46,59.64,0.9585179407104042,0.26,True,0.3146770667520542,0.6873030166591625,1.0555413786323073,0.9933758689613118,False,-0.0004060854809937453,<0,True,True,-0.20894412464872059
HAL,0.9956400316030638,0.9931015563561371,34.00876279741591,34.245,33.355,1.0196001438289886,0.26,True,0.43193688746552206,0.7997581831689657,1.0593871092543499,0.9932666873311558,False,-0.0004060854809937453,<0,True,True,-0.19532426630330668
HLF,0.9954826146732128,0.9898186459162075,16.762578768590974,16.935,16.49,1.0165299435167359,0.33,True,0.7187037811483186,0.730038445651829,1.0883377982463949,0.994476613230377,False,-0.0004060854809937453,<0,True,True,-0.3072475822585038
AMTM,1.0009866751738337,0.9872687849069018,34.92956961000619,35.38,35.69,0.9786934606334041,0.43,True,0.4076040473155067,0.6806224971824567,1.046312388156011,0.9862596048503685,False,-0.0004060854809937453,<0,True,True,-0.20072207112754248
CDE,0.9969888062252298,0.9868468982982607,25.3619652862653,25.7,25.62,0.9899283874420491,0.27,True,0.8840268575616472,0.8402293120638085,1.1726449642253236,0.9899378025436815,False,-0.0004060854809937453,<0,True,True,-0.3856798710562971
PEP,1.0020852258276205,0.9827912684879426,146.2196849256361,148.78,148.5,0.9846443429335765,0.11,False,0.04556789453576626,0.6580170991450427,1.0170884367023232,0.9806704813803893,False,-0.0004060854809937453,<0,True,False,-0.07609127252177028
SLB,0.9959182910155734,0.9765983524058519,49.49400449992857,50.68,48.82,1.0138059094618717,0.25,True,0.3884194088182791,0.799549420273218,1.0871829654020555,0.9767503330242425,False,-0.0004060854809937453,<0,True,True,-0.2768178265006507
TX,0.9982495817650858,0.976118245830008,42.31472595673085,43.35,43.54,0.9718586577108601,0.31,True,0.28372814028968674,0.661551339285714,1.026010522203842,0.9778932217750814,False,-0.0004060854809937453,<0,True,False,-0.14446162399124818
SSTK,1.0116349239926392,0.9733257805034444,19.44704909445882,19.98,19.48,0.9983084750748881,-0.02,False,-0.010340115004770278,0.6085275927687933,1.0231250345631366,0.961717034410325,False,-0.0004060854809937453,<0,True,False,-0.09490864575189362
CVE,0.9995344434765282,0.971231512153381,18.909877541626326,19.47,19.815,0.9543213495647905,0.35,True,0.22094448961680935,0.7825890333521769,1.0701503393618854,0.9717006330363156,False,-0.0004060854809937453,<0,True,True,-0.20025780991901698
HBM,1.0015424830344681,0.9710345321493153,25.475090950937286,26.235,27.075,0.9409082530355415,0.34,True,0.8883616624711326,0.8175612367822244,1.1163346209706835,0.9694836705454687,False,-0.0004060854809937453,<0,True,True,-0.2922395115739016
XOM,0.9834668270966523,0.9689859453090915,132.5766570371899,136.82,137.64,0.9632131432518883,0.06,False,0.20554206031107713,0.7966047295851563,1.0364920141443519,0.9696044854105971,False,-0.0004060854809937453,<0,True,True,-0.15654305872624563
DAR,1.003284287064851,0.9670556438764325,42.56011888700179,44.01,44.0,0.9672754292500407,0.34,True,0.2421996308557699,0.7729501125675932,1.0692019667383097,0.9637727570432991,False,-0.0004060854809937453,<0,True,True,-0.2135975712114372
CCJ,0.997782799091979,0.9602724119647608,120.95111164902144,125.955,134.04,0.9023508777157673,0.18,False,0.5409796899741008,0.7218569617222759,1.087186344894419,0.962485256156559,False,-0.0004060854809937453,<0,True,True,-0.3131456783163692
ASML,0.9842195186233277,0.9560811914147604,1390.7061402199963,1454.59,1422.92,0.9773607372304811,0.36,True,0.5731445136953786,0.7975166516956761,1.0806145965235059,0.95666326372427,False,-0.0004060854809937453,<0,True,True,-0.29326001081396147
DDL,0.9843667467492287,0.9497179587447996,2.716193362010127,2.86,2.835,0.9580928966526021,-0.2,False,0.2602164284735855,0.4522884647863535,0.9741395696338726,0.9502906769267621,False,-0.0004060854809937453,<0,False,False,-0.13234906740321062
CLS,1.0059163687248605,0.9315278028954669,310.34780281265375,333.16,344.92,0.8997674904692501,0.26,True,0.40864250732425567,0.4920266399731117,1.0053818447280776,0.9258461260619637,False,-0.0004060854809937453,<0,False,False,-0.1384523958396071
MU,0.9744310129877138,0.9238275288137403,378.99100542054884,410.24,435.28,0.8706832508283148,0.31,True,1.253795086473001,0.7307758529859968,1.0731151528603837,0.9247479936786159,False,-0.0004060854809937453,<0,True,True,-0.34355566739507215
