symbol,f10_over_c1_x,f10_over_prev_a1_x,f10_T,a1_prev,sentiment_7d,sentiment7d_gt_0_2,spy_trend_bin,rule_4a,stop_loss_pct
FINV,1.0277138349458972,1.031983030336798,5.562388533515341,5.39,,,1-2,True,-0.06014187915986802
SLB,1.029942551424355,1.0304212763818563,45.13245190552531,43.8,,,1-2,True,-0.1753995850871477
RCI,1.0292114722027408,1.0296781717708496,38.9012413295027,37.78,,,1-2,False,-0.05160740737727243
ZM,1.0291267681123852,1.0295920754885832,89.0906022920271,86.53,,,1-2,False,-0.02290032739887149
ZBH,1.0269820849805793,1.0274122178977054,95.18974198822242,92.65,,,1-2,False,-0.04620462812905424
WMT,1.0253230197818346,1.0257260423108288,115.6095822288535,112.71,,,1-2,False,-0.02275833977672692
GE,1.0241383317014903,1.0245220486727382,332.2729908255424,324.32,,,1-2,True,-0.14450222072217866
BIIB,1.0239580302408133,1.0243388129199331,178.88028690020792,174.63,,,1-2,False,-0.025844076350299727
AHL,1.023823732149165,1.024202329878336,38.069600601577754,37.17,,,1-2,False,-0.005672469279352943
NX,1.020754759022237,1.0239269807249247,16.106371406803067,15.73,,,1-2,True,-0.13549164160023264
UIS,1.0207367561555896,1.0239061618013068,2.8771763146616722,2.81,,,1-2,False,-0.055263506204361046
CRTO,1.0204832344416759,1.0236129954561464,20.676982508214156,20.2,,,1-2,False,-0.03193540414612228
W,1.021481679457282,1.021822264868283,107.68984849446835,105.39,,,1-2,True,-0.12021336026950424
ASIX,1.0181180453478242,1.0208790203276752,17.00784447865907,16.66,,,1-2,False,-0.07007202456354067
ASML,1.0205485723565697,1.0208740613227418,1253.8273133759783,1228.19,,,1-2,True,-0.18773049008048248
SHOP,1.0205090966984007,1.020833947605923,169.67281043158044,166.21,,,1-2,False,-0.05922797584142614
GPCR,1.0179633430465174,1.020700263912453,64.06935556578468,62.77,,,1-2,False,-0.20833351995495208
GOOGL,1.0201190005715626,1.0204375488640711,323.0093017174331,316.54,,,1-2,True,-0.05005266588905333
XPO,1.0193293246941342,1.0196351292271262,148.00003900731735,145.15,,,1-2,False,-0.07386133640642112
AAPL,1.0191708425685104,1.0194740918928125,272.46464579927306,267.26,,,1-2,False,0.0029566756707948283
ITGR,1.0188367275398813,1.0191345925203061,81.24540971571881,79.72,,,1-2,True,-0.13715922178033857
TWLO,1.0179560614005914,1.0182397511063936,138.7249836907351,136.24,,,1-2,False,-0.05970044404689234
MDB,1.0170374098886212,1.0173063389710955,428.1028535658164,420.82,,,1-2,False,-0.042659220776905205
BMRN,1.01441789203698,1.0166058108708491,59.847584085966886,58.87,,,1-2,True,-0.16554026580679715
UTZ,1.0129263376089912,1.0148845915233013,9.976315534674052,9.83,,,1-2,False,-0.03962009429604141
BWMX,1.0127036830719338,1.0146277192028699,16.234043507245918,16.0,,,1-2,True,-0.1872465284115684
TEAD,1.012565294054215,1.0144680710360263,0.6893310542689799,0.6795,,,1-2,False,-0.16443582771133813
BRZE,1.0124088739342219,1.0142876298070498,32.31520388565261,31.86,,,1-2,False,-0.0546948059239416
HAL,1.0133505471076394,1.0135605045096352,32.35285130394756,31.92,,,1-2,True,-0.16891285461346217
STZ,1.0052810296471146,1.0127054375428424,143.37562356153077,141.576828015664,,,1-2,False,-0.05707031241594973
FLOC,1.0106924824533714,1.0123082100960938,19.32496373073443,19.09,,,1-2,True,-0.08370234030965606
