bin,count,mean_delta_f10_act_pct
<0%,53,-1.113049903987513
0-2%,12,0.7020224379323937
2-5%,25,0.5080179522109678
5-10%,38,7.312400036763407
10-20%,18,13.411142624703603
>20%,23,34.20310728579415
