symbol,actual1_T
AAPL,271.86
ACCO,3.73
ADV,0.88
AENT,8.08
AHCO,9.96
AHL,37.1
AII,20.83
ALAB,166.36
ALIT,1.95
ALK,50.3
AMTM,29.0
AMZN,230.82
ARCO,7.34
ARDT,8.83
ASIX,17.3
ASML,1069.86
ATR,121.96
AVGO,346.1
AVNW,21.38
AXON,567.93
BA,217.12
BHVN,11.29
BIIB,175.99
BILL,54.54
BMRN,59.43
BRZE,34.29
BTM,1.29
BWMX,14.21
CAL,12.17
CBZ,50.45
CCJ,91.49
CDE,17.83
CG,59.11
CHA,11.63
CHE,427.86
CHMI,2.55
CIVI,27.09
CLDX,27.16
CLS,295.61
CMPS,6.9
CON,19.68
COP,93.61
COUR,7.36
CPRX,23.34
CRM,264.91
CRNT,2.1
CRNX,46.55
CRTO,20.61
CSTM,18.85
CTRA,26.32
CVE,16.92
CVNA,422.02
CVS,78.7267958485812
CWAN,24.12
CWT,43.33
DAR,36.0
DAVA,6.32
DBRG,15.34
DDI,8.63
DDL,2.49
DDOG,135.99
DHR,228.92
DIS,113.77
DOX,80.51
DUOL,175.5
DVN,36.63
DXCM,66.37
EEFT,76.11
EFX,216.98
ENOV,26.64
ERIE,285.189143559052
EVH,4.0
FANG,150.33
FINV,5.23
FLOC,18.74
FSLR,261.23
GDEV,15.0
GDYN,9.03
GE,308.03
GOOGL,313.0
GPCR,69.55
HAL,28.26
HBM,19.85
HLF,12.89
HQY,91.61
HRTG,29.26
HTO,48.99
IBM,296.21
IDYA,34.57
IMCR,34.71
IMVT,25.42
IMXI,15.36
INSW,48.55
ITGR,78.43
JANX,13.8
KELYA,8.8
KINS,16.83
KNF,70.35
KO,69.91
KOP,27.08
KRO,4.42
LFST,7.04
LKQ,30.2
LNTH,66.55
LVO,4.72
LW,41.89
MA,570.018346662966
MANH,173.31
MATV,12.15
MAX,12.95
MD,21.39
MDB,419.69
MDLZ,53.83
MDXG,6.77
META,660.09
MNKD,5.67
MPAA,12.34
MRVL,84.9187752161383
MSFT,483.62
MTDR,42.44
MU,285.41
NESR,15.66
NRDS,13.55
NVDA,186.5
NX,15.38
PACS,38.39
PAR,36.28
PEP,143.52
PFE,24.4894555214724
PFGC,89.92
PG,142.308391553819
PMTS,14.68
PRCT,31.46
PRU,112.88
QUAD,6.27
RARE,23.0
RCI,37.73
RCKT,3.51
SBUX,84.21
SHOP,160.97
SLB,38.38
SLGN,40.37
SLP,18.23
SLVM,47.702139313766
SMCI,29.27
SMP,36.85
SNDX,21.01
SNPS,469.72
SPB,59.08
SPGI,522.59
SPNT,21.89
SPRY,11.65
SSTK,19.1
STZ,137.056621942608
TBLA,4.61
TCOM,71.91
TEAD,0.7039
TNC,73.7
TRVG,2.9
TSLA,449.72
TWLO,142.24
TX,38.19
TXG,16.31
TXO,10.67
UAL,111.82
UBER,81.71
UHS,218.02
UIS,2.76
UPWK,19.82
UTL,48.44
UTZ,10.38
VCEL,36.01
VERA,50.64
W,100.41
WDAY,214.78
WELL,185.61
WMT,111.41
XPO,135.91
ZBH,89.92
ZM,86.29
ZTS,125.281221620748
