bin,count,mean_f10_vs_a1_pct,trend_7d
<0%,27,-4.796180716414984,
0-2%,13,0.9123026315357543,
2-5%,21,3.5108855169812667,
5-10%,39,7.4445532938616905,
10-20%,39,14.039469934994523,
>20%,44,37.66947252722093,
