symbol,forecast1_T,forecast10_T,consensus1_T,actual1_T
AAPL,265.4759022872653,265.67889406517355,260.33294820717134,258.21
ACCO,4.752750670624276,4.803742361232361,3.4608366533864543,4.13
ADV,1.4223408437961302,1.4407037023221854,0.9571035856573705,0.8188
AENT,6.711264900557134,6.815334677227346,6.714980079681275,7.6
AHCO,9.67087542261234,9.771347042110444,9.674462151394422,10.64
AHL,37.94608410977603,37.9808910572848,37.06422310756972,37.32
AII,21.151564498976207,21.258402088855732,21.155378486055778,19.03
ALAB,167.2160818875891,167.59076844018347,157.72310756972112,174.45
ALIT,3.201064030729671,3.2356759813336295,2.3241434262948206,1.59
ALK,42.9316939016841,43.59403160267297,42.95533864541833,49.66
AMRK,28.749067633847083,29.109990476341647,28.76195219123506,29.25
AMTM,28.629610522055202,28.626012364883096,28.629482071713145,34.58
AMZN,233.3991898144474,235.0546188949382,233.45828685258965,238.18
ARCO,7.59757984000254,7.667605514198187,7.6000796812749005,7.59
ARDT,8.800492531864574,8.98981095538166,8.807250996015936,8.9
ASIX,18.55515983873272,18.67810538721608,15.440239043824702,17.94
ASML,1048.1726937667656,1047.7132810590308,1059.8122709163347,1331.6
ATR,124.85989270011588,125.87512658529229,124.89613545816734,125.11
AVGO,402.93306610212534,402.684239694608,402.92418326693223,343.02
AVNW,25.38058149870637,25.50762198219076,22.16191235059761,22.08
AXON,611.3071506007841,614.0715242218378,541.2696015936255,637.19
BA,204.14055840383486,204.72866906874495,189.2403187250996,247.74
BHVN,10.117003380898716,10.920776336883542,10.145697211155378,11.92
BIIB,182.07205405469756,181.90626204345963,182.06613545816734,168.57
BILL,52.96877438453358,53.078265146584975,50.19474103585657,48.25
BMRN,56.03357117347344,56.99040419993334,56.06772908366534,55.07
BRZE,32.75120379041603,32.90856629259853,28.76430278884462,25.48
BTM,2.8402406311010937,2.8911348232567735,1.550796812749004,1.35
BWMX,15.54712822018698,15.592075006745924,14.408366533864543,16.44
CAL,11.731840724750402,11.933614307709401,11.739043824701197,13.78
CBZ,59.44296915921969,59.86026253551531,48.87051792828686,51.51
CCJ,95.18921517118775,95.44865855303884,88.61601593625498,112.84
CDE,17.28075558324471,17.38012007745909,17.28430278884462,21.22
CG,57.23582260599039,57.34092593768354,54.572948207171315,66.12
CHA,15.026221448865892,15.36085006587197,15.038167330677291,
CHE,473.0905938000984,474.4074078982873,439.72808764940237,
CHMI,2.49115345391343,2.5018095347692895,2.491533864541833,
CIVI,31.80724837700989,31.901919374295648,29.408685258964145,
CLDX,33.57622323455183,33.83088919223504,27.12406374501992,
CLS,344.4992503690418,345.32378192409647,344.5286852589642,313.53
CMPS,8.373794463579944,8.483480222536151,5.594820717131474,7.31
CON,20.58357839558102,20.801405295154044,20.591354581673304,21.58
