bin,count,mean_delta_f10_act_pct
<0%,91,0.38656644404103435
0-2%,13,2.4767700586950503
2-5%,23,3.159365953029672
5-10%,11,9.00163050090997
10-20%,14,14.509752418274243
>20%,20,36.8098275848184
