symbol,forecast1_T,forecast10_T,consensus1_T,actual1_T
AAPL,269.99670017111345,266.13028051142044,269.99670017111345,269.05
ACCO,3.9193069379677765,5.154884307391947,3.9193069379677765,3.645
ADV,1.361496152142063,1.7440903438040665,1.361496152142063,1.27
AENT,7.02,7.125518960016507,7.02,6.39
AHCO,9.180088025840233,10.168687044650085,9.180088025840233,9.09
AHL,36.750385106717005,37.72954734845479,36.750385106717005,36.755
AII,23.35566560990759,23.76545884192314,23.35566560990759,23.83
ALAB,173.81100142272422,177.42700544435803,173.81100142272422,191.56
ALIT,2.8681518205051546,3.9979752503928516,2.8681518205051546,2.88
ALK,41.820957173334314,48.55851004349137,41.820957173334314,41.05
AMRK,27.12,27.53041967587816,27.12,26.35
AMTM,21.493619401830944,23.303099196838144,21.493619401830944,22.25
AMZN,230.55335576346843,240.1095578641609,230.55335576346843,254.0
ARCO,7.416800470402828,8.09337671227441,7.416800470402828,7.06
ARDT,15.091227032889032,16.07126795606419,15.091227032889032,14.68
ASIX,19.441364172499163,21.65726758305424,19.441364172499163,18.59
ASML,1077.1647478334978,1053.8258147092904,1077.1647478334978,1066.82
ATR,124.42673290421838,137.6979602704719,124.42673290421838,113.12
AVGO,388.259730089251,387.64882430437615,388.259730089251,362.55
AVNW,24.66,24.955391739813653,24.66,24.45
AXON,760.2754689579178,793.205009245885,760.2754689579178,724.1
BA,213.945104907559,224.1792649719846,213.945104907559,204.58
BHVN,18.21696386319585,25.338095268329074,18.21696386319585,14.845
BIIB,148.02266254097458,154.298011261726,148.02266254097458,151.44
BILL,49.2040704983694,52.487648608752245,49.2040704983694,49.2
BMRN,51.91705180153483,62.03461318074316,51.91705180153483,52.85
BRZE,27.169857036129105,31.75534221679021,27.169857036129105,28.66
BTM,2.6729372986906674,3.929440842208854,2.6729372986906674,2.53
BWMX,14.205610587423434,15.365999626990046,14.205610587423434,14.23
CAL,11.80297031893744,13.670034880398724,11.80297031893744,11.04
CBZ,51.3564357388881,62.694940953318195,51.3564357388881,55.08
CCJ,107.25979330384172,103.21412525198012,107.25979330384172,100.86
CDE,18.25,18.323311137918445,18.25,15.115
CG,57.65335544254515,60.63038927953525,57.65335544254515,53.32
CHE,468.19910713001156,494.9282168140188,468.19910713001156,440.62
CHMI,2.327557760095806,2.7617626109109383,2.327557760095806,2.345
CIVI,28.801650218475842,31.992916937826386,28.801650218475842,28.215
CLDX,26.018591907479564,33.145084205012616,26.018591907479564,24.75
CLS,339.82533969649114,332.119491833463,339.82533969649114,349.26
CMPS,6.367387148207054,8.747187703369788,6.367387148207054,6.32
CON,20.122112248570193,22.272079133664548,20.122112248570193,19.92
COP,88.20693085679203,94.8035499833336,88.20693085679203,88.6
COUR,8.454290444735088,9.471066193393757,8.454290444735088,8.42
CPRX,21.033113350371135,24.472810431580452,21.033113350371135,21.44
CRM,253.09609484366143,272.52245456421326,253.09609484366143,260.41
CRNT,2.5751202368736266,3.1310508166537043,2.5751202368736266,2.54
CRNX,42.94719479918712,52.64436941477119,42.94719479918712,43.5
CRTO,22.194389480139364,26.036978817796545,22.194389480139364,22.34
CSTM,16.37615525636822,16.655485468484628,16.37615525636822,16.23
CTRA,23.370682111585626,25.591393965968795,23.370682111585626,24.39
CVE,17.09378441016597,16.59390924350407,17.09378441016597,17.02
CVNA,354.26430208770034,372.6427545792924,354.26430208770034,332.09
CVS,81.03087778475346,82.12305719353662,81.03087778475346,78.15
CWAN,18.12491752539121,21.35008101061888,18.12491752539121,18.14
CWT,47.735285484702324,49.487575851970604,47.735285484702324,44.38
DAR,33.48,33.85698488912874,33.48,32.8
DAVA,9.61,9.830240154918176,9.61,9.27
DBRG,12.725,12.840794788971603,12.725,12.465
DDI,9.100000016890698,11.739258583197092,9.100000016890698,8.85
DDL,1.8820682103140278,2.0872992690592214,1.8820682103140278,1.78
DDOG,156.17161745158955,159.24377724163108,156.17161745158955,162.08
DHR,214.04,215.27800733321692,214.04,214.18
DIS,110.40132033693139,116.48333284392311,110.40132033693139,112.14
DOX,84.25258541490882,89.33335534356597,84.25258541490882,84.13
DUOL,273.0600665134331,317.08293050903956,273.0600665134331,264.93
DVN,32.0952695865254,35.47848228599546,32.0952695865254,32.49
DXCM,68.2550056272396,76.059979762226,68.2550056272396,60.43
EEFT,77.65533567769103,87.96364637069253,77.65533567769103,74.22
EFX,214.75599599817303,229.50812828367805,214.75599599817303,209.82
ENOV,32.0,32.54201163473596,32.0,31.39
ERIE,301.87,296.1379278900335,301.87,285.35
EVH,7.08778879203368,9.265116823542483,7.08778879203368,6.67
FANG,143.788009067768,152.74073768670337,143.788009067768,141.27
FI,70.73,73.77256559419692,70.73,65.1
FINV,5.611166127026664,7.123890870779829,5.611166127026664,6.18
FLOC,16.054265226759018,18.870012380755863,16.054265226759018,16.2
FSLR,241.71,241.7710414914049,241.71,265.705
GDEV,24.01,25.420702607895116,24.01,22.38
GDYN,8.1,8.238033523277409,8.1,9.34
GE,315.9954184419848,321.8139842621545,315.9954184419848,308.81
GOOGL,276.19170446812177,271.59219163187885,276.19170446812177,283.72
GPCR,29.66743796995913,40.94929572546467,29.66743796995913,32.76
HAL,27.6724834829662,28.0184699052396,27.6724834829662,27.195
HBM,16.235,16.353248718274312,16.235,15.835
HLF,8.02381739663135,8.357891243789782,8.02381739663135,8.0
HQY,94.54389456492383,101.57161636323232,94.54389456492383,94.81
HRTG,23.08,23.33827605911017,23.08,23.63
HTO,46.64125421198435,50.34746222282186,46.64125421198435,46.2
IBM,310.2919294798468,302.89508380819353,310.2919294798468,307.41
IDYA,32.370066102575514,36.33641553308678,32.370066102575514,31.36
IMCR,32.886138674902035,40.50312395834987,32.886138674902035,32.38
IMVT,21.77787231574766,25.999373343280265,21.77787231574766,24.68
IMXI,14.937709186552093,15.149866867192584,14.937709186552093,14.93
INSW,51.02459922477137,52.10047628212251,51.02459922477137,51.23
ITGR,65.31,65.94464746591323,65.31,64.57
JANX,27.81,29.36763162489484,27.81,27.37
KELYA,11.492629284258001,15.266145140553324,11.492629284258001,11.26
KINS,14.535973624340258,16.470438405739593,14.535973624340258,14.91
KNF,60.766776790458245,71.49781475690861,60.766776790458245,61.11
KO,68.39,68.71023777400359,68.39,68.9
KOP,29.267161770495004,35.30143710020475,29.267161770495004,28.205
KRO,4.905390548158903,5.382394525483723,4.905390548158903,4.73
LFST,4.985478557108436,5.853525221821877,4.985478557108436,4.92
LKQ,30.07304736054968,33.52888581133632,30.07304736054968,31.96
