symbol,actual1_T
AAPL,255.53
ACCO,4.03
ADV,0.8311
AENT,7.7
AHCO,10.61
AHL,37.28
AII,18.84
ALAB,182.0
ALIT,1.57
ALK,50.04
AMTM,34.8
AMZN,239.12
ARCO,7.53
ARDT,8.6
ASIX,17.0
ASML,1358.57
ATR,124.71
AVGO,351.71
AVNW,22.39
AXON,636.04
BA,247.68
BHVN,13.14
BIIB,164.42
BILL,46.6
BMRN,54.59
BRZE,23.03
BTM,1.35
BWMX,16.51
CAL,13.73
CBZ,50.79
CCJ,116.44
CDE,22.58
CG,65.62
CHA,12.09
CHE,451.9
CHMI,2.76
CIVI,26.38
CLDX,25.65
CLS,313.6
CMPS,7.35
CON,21.55
COP,98.19
COUR,6.29
CPRX,22.7
CRM,227.11
CRNT,2.36
CRNX,55.99
CRTO,19.49
CSTM,22.16
CTRA,25.71
CVE,18.04
CVNA,443.12
CVS,77.972859799628
CWAN,24.27
CWT,45.67
DAR,39.57
DAVA,6.66
DBRG,15.35
DDI,8.8
DDL,2.61
DDOG,119.02
DHR,235.99
DIS,111.2
DOX,83.77
DUOL,150.16
DVN,36.2
DXCM,69.54
EEFT,74.57
EFX,219.57
ENOV,23.97
ERIE,283.21
EVH,3.77
FANG,151.28
FINV,5.15
FLOC,20.41
FSLR,243.73
GDEV,16.5817
GDYN,9.17
GE,325.12
GOOGL,330.0
GPCR,88.64
HAL,32.57
HBM,22.5
HLF,16.97
HQY,85.37
HRTG,26.12
HTO,53.61
IBM,305.67
IDYA,35.84
IMCR,33.35
IMVT,26.27
IMXI,15.5
INSW,56.37
ITGR,85.78
JANX,13.76
KELYA,10.12
KINS,15.64
KNF,83.33
KO,70.44
KOP,29.08
KRO,5.46
LFST,7.25
LKQ,33.51
LNTH,64.25
LVO,4.27
LW,43.33
MA,539.49
MANH,173.28
MATV,12.62
MAX,11.42
MD,21.86
MDB,399.76
MDLZ,57.24
MDXG,5.42
META,620.25
MNKD,5.21
MPAA,13.09
MRVL,80.46
MSFT,459.86
MTDR,42.83
MU,362.75
NESR,18.17
NRDS,12.84
NVDA,186.23
NX,18.71
PACS,38.77
PAR,37.01
PEP,146.32
PFE,25.65
PFGC,97.61
PG,144.53
PMTS,13.74
PRCT,30.38
PRU,111.69
QUAD,6.34
RARE,22.49
RCI,35.77
RCKT,3.64
SBUX,92.99
SHOP,155.81
SLB,46.73
SLGN,42.86
SLP,20.33
SLVM,51.01
SMCI,32.64
SMP,39.14
SNDX,20.52
SNPS,516.31
SPB,61.93
SPGI,546.35
SPNT,20.0
SPRY,10.63
SSTK,18.4
STZ,156.64
TBLA,4.18
TCOM,61.77
TEAD,0.6799
TNC,79.97
TRVG,2.81
TSLA,437.5
TWLO,119.07
TX,41.7
TXG,20.52
TXO,10.83
UAL,113.49
UBER,84.85
UHS,199.88
UIS,3.21
UPWK,19.87
UTL,50.44
UTZ,10.29
VCEL,37.4
VERA,46.51
W,114.99
WDAY,186.86
WELL,191.38
WMT,119.7
XPO,150.41
ZBH,87.31
ZM,80.96
ZTS,124.116231720126
