symbol,signals,fulfilled_rate,avg_ret10d,std_ret10d,sharpe_proxy,avg_fulfill_ratio,avg_pred_edge,avg_sent7d,score
CRNX,10,0.0,-0.018416093720844295,0.03633584250441926,-0.5068299632409646,0.9527667884529492,0.02865306316579037,0.20900000000000002,0.3277808876388936
MTDR,3,0.0,-0.042062035568546874,0.04573858461041065,-0.9196182157104409,0.9221578728359565,0.02011840096425288,0.3666666666666667,0.3264512532215061
AAPL,18,0.0,-0.011525349242898372,0.009880933246772349,-1.166423145977955,0.9818903300674006,0.007390711185950897,0.17666666666666667,0.32359307584449315
ARCO,3,0.0,-0.004316205493490803,0.028241780098512113,-0.15283050425416342,0.9481447612997386,0.05000077202486349,0.04666666666666667,0.32107306733517105
CLDX,3,0.0,-0.03974067195088993,0.021746981777669903,-1.8274109187738499,0.9161194731496647,0.03998676139146218,0.36333333333333334,0.320478755361316
ATR,9,0.0,0.009791497313314282,0.027882788953252254,0.3511663531840562,0.977049970754145,0.025283529705101133,-0.07799999999999999,0.32018287573339366
ENOV,6,0.0,-0.034409445048457846,0.05325679504768036,-0.6461043143443266,0.8825434648804913,0.08396078174909079,0.25,0.3199653032191828
WELL,18,0.0,-0.03985569672426331,0.04063291499234434,-0.9808722000814497,0.9406227175164285,0.0180412287167291,0.3027777777777778,0.3197561916798014
IDYA,4,0.0,-0.003306344053119359,0.04065330596352755,-0.0813302626872627,0.9740936274509171,0.023009599540003978,0.023333333333333334,0.31952876512320705
CTRA,4,0.0,-0.03473820714795747,0.027458332642747114,-1.265124419604308,0.9620626549530945,0.0032301662606686043,0.245,0.3141578837051238
UIS,10,0.0,-0.04444951715121648,0.01904807737634671,-2.333543500112639,0.9177209218346675,0.032509745305973836,0.371,0.3139157238690259
KOP,4,0.0,-0.027392776691710058,0.010922389060980149,-2.5079473491353452,0.9089989288720299,0.07078587609382703,0.26,0.3114302096000289
IMCR,7,0.0,-0.0419265468365557,0.03746991222349718,-1.1189390192983637,0.9193499661123737,0.041926272329349236,0.24400000000000005,0.3099376459038608
TNC,8,0.0,-0.027990186093010433,0.0079955312724116,-3.500728737012128,0.957251315975343,0.014633948276397551,0.30800000000000005,0.30892309056152
RCI,7,0.0,-0.015848913364314626,0.04279096949280936,-0.37037986173643234,0.9251587109287551,0.04714465509709071,0.03,0.30883997301541555
ZBH,11,0.0,-0.02879085704077476,0.02029179514102506,-1.4188422877661853,0.9477220731243179,0.018614658996822554,0.14181818181818182,0.30465381242295353
UTZ,12,0.0,-0.017047633692741926,0.009150966711082474,-1.8629325437383597,0.9639168803000064,0.014677532457776829,0.085,0.30274923288030525
CBZ,11,0.0,-0.04155566071926853,0.01422911182816217,-2.920467645564625,0.9340991086903526,0.02860732778966205,0.25545454545454543,0.29719314314900186
SLP,13,0.0,-0.03959159419645247,0.016223789334026874,-2.4403419806133244,0.9415581019235151,0.012151820758496497,0.175,0.2926254287072598
FI,14,0.0,-0.01842164580232533,0.012696238840480012,-1.4509529974806976,0.9705766866696596,0.013705689971637664,-0.017142857142857144,0.2925346515699557
FANG,6,0.0,-0.05622217336235484,0.021696268245815116,-2.591329196586572,0.952140974501433,-0.008540247688191635,0.23666666666666666,0.286779264320443
MNKD,8,0.0,-0.03829151859983959,0.02489362904466891,-1.5382055597891984,0.9470236768027693,0.016342269372290538,0.044,0.28476061884711146
INSW,4,0.0,-0.05881899652362485,0.02496126122225807,-2.356411240597718,0.8908050876184205,0.056614317453010876,0.18333333333333335,0.28022701852802706
NRDS,9,0.0,-0.058839026855291375,0.0480044894317595,-1.2256984201224272,0.9276423112788706,0.020782670876749454,0.02,0.26926577324103285
VCEL,4,0.0,-0.020656829028856794,0.05399111578704186,-0.38259681667506,0.9140099499298757,0.07111305429613896,,0.2609227710728945
KRO,13,0.0,-0.03687217146867498,0.03483454696218405,-1.0584943593124077,0.9179837100187993,0.035787934475957225,-0.21399999999999997,0.2580541746993802
