date,symbol,close,sma200,pct_above_sma200,bb_lower,bb_middle,bb_upper,bb_percent_b
2026-01-09,MD,22.645,16.5561,0.36777381146526045,21.2446,21.997,22.7494,0.9306220095693769
2026-01-09,MDB,418.19,272.2644,0.5359701819260982,401.9395,423.794,445.6485,0.3717884188611038
2026-01-09,MRVL,82.89,74.6765,0.10998774714937087,81.1852,85.662,90.1388,0.190403859899929
2026-01-09,MU,345.87,154.8972,1.2329002719222815,211.3955,284.3947,357.3939,0.9210683130774038
2026-01-09,NESR,17.8,9.3363,0.9065368507867144,13.6094,15.479,17.3486,1.1207210098416773
2026-01-09,NX,17.68,16.7207,0.05737199997607756,14.5999,15.7912,16.9824,1.29280167890871
2026-01-09,PACS,41.51,15.4396,1.6885411539159043,32.671,37.6875,42.704,0.8809927240107642
2026-01-09,PRU,117.76,103.8986,0.1334127697582066,112.2671,115.745,119.2229,0.7896863049541403
2026-01-09,QCOM,169.27,158.3442,0.06900031703087328,169.7691,176.249,182.7289,-0.0385113967808144
2026-01-09,RCKT,3.6,3.9333,-0.08473800625429029,3.1482,3.492,3.8358,0.6570680628272253
2026-01-09,SBUX,89.96,86.1721,0.04395738295805707,82.5734,86.099,89.6246,1.047566371681415
2026-01-09,SHOP,167.93,132.7195,0.2653001254525522,158.3659,165.673,172.9801,0.6544388334633444
2026-01-09,SLB,45.16,35.1723,0.2839649383179377,34.9793,39.8895,44.7997,1.036688933241008
2026-01-09,SLGN,43.03,46.7491,-0.07955447270642635,39.4762,40.946,42.4158,1.2089399918356254
2026-01-09,SNDX,20.72,14.0755,0.47206138325459124,19.8929,20.9505,22.0081,0.3910268532526469
2026-01-09,SNPS,533.42,491.5068,0.08527491379569918,437.1601,479.934,522.7079,1.1252177145408762
2026-01-09,SPB,63.17,56.765,0.11283361226107647,58.0324,60.985,63.9376,0.8700128700128698
2026-01-09,STZ,151.75,156.8589,-0.03257003587300433,134.2079,141.741,149.2741,1.1643347360316467
2026-01-09,TBLA,4.26,3.4998,0.21721241213783649,3.7845,4.226,4.6675,0.5385050962627401
2026-01-09,TCOM,78.96,66.4309,0.18860349626453954,69.1206,73.0365,76.9524,1.2563395388033398
2026-01-09,TSLA,445.01,364.7486,0.22004580689274733,422.6244,461.823,501.0216,0.2855408101309742
2026-01-09,TWLO,132.0,114.7687,0.15013936726651078,131.8979,138.7885,145.6791,0.007408643659478644
2026-01-09,TX,40.465,32.0813,0.26132669187345914,36.9782,38.665,40.3518,1.0335546597106966
2026-01-09,TXG,19.8,12.5566,0.5768599780195276,14.1811,17.1225,20.0639,0.9551404093288911
2026-01-09,UAL,115.29,90.8789,0.2686113058146611,107.0673,113.0265,118.9857,0.6899164317358042
2026-01-09,UIS,3.375,3.8702,-0.12795204382202474,2.6025,2.858,3.1135,1.5117416829745594
2026-01-09,UPWK,20.4,15.9632,0.27793926029868676,19.3729,20.6805,21.9881,0.39274242887733174
2026-01-09,UTL,49.35,50.2776,-0.018449567998472416,47.6591,48.9505,50.2419,0.6546770946259872
2026-01-09,UTZ,9.96,12.1986,-0.18351286213172002,9.6804,10.2315,10.7826,0.2536744692433318
2026-01-09,W,114.77,69.784,0.6446463372692879,93.5703,103.534,113.4977,1.0638467637524214
2026-01-09,WELL,186.68,166.3737,0.12205234360959683,183.8217,187.135,190.4483,0.4313373373977629
2026-01-09,WMT,117.97,100.5442,0.17331482074550286,110.1096,113.5944,117.0792,1.1278122130394856
2026-01-09,XOM,123.99,110.4474,0.12261583341934701,114.4541,119.7135,124.9729,0.906557782256531
2026-01-09,XPO,146.12,126.4382,0.1556633991942309,134.6909,143.1965,151.7021,0.6718573645598196
2026-01-09,ZBH,91.475,96.5692,-0.05275180906541632,88.0672,91.2044,94.3416,0.5431276297335195
2026-01-09,ZM,86.75,79.9477,0.08508437390944334,83.7589,87.3565,90.9541,0.4157076940182348
2026-01-09,ZTS,125.31,145.7094,-0.14000057648991748,118.3961,124.468,130.5399,0.5693357927502105
