row,count,win,loss,usd_win,usd_loss,usd_total
total,1,0,1,0,-8.91110053413729,-8.91110053413729
sent_ge_0.1,0,0,0,0,0,0
sent_lt_0.1,1,0,1,0,-8.91110053413729,-8.91110053413729
no_sent,0,0,0,0,0,0
