row,count,win,loss,usd_win,usd_loss,usd_total
total,16,8,8,101.22953269004711,-143.69697846848112,-42.46744577843401
sent_ge_0.1,8,6,2,67.86222891039449,-10.954834925883688,56.907393984510804
sent_lt_0.1,1,1,0,29.217926186291606,0,29.217926186291606
no_sent,7,1,6,4.1493775933610095,-132.74214354259743,-128.59276594923642
