row,count,win,loss,usd_win,usd_loss,usd_total
total,2,1,1,0.12813941568413156,-7.0505287896593245,-6.922389373975193
sent_ge_0.1,1,1,0,0.12813941568413156,0,0.12813941568413156
sent_lt_0.1,0,0,0,0,0,0
no_sent,1,0,1,0,-7.0505287896593245,-7.0505287896593245
