row,count,win,loss,usd_win,usd_loss,usd_total
total,4,3,1,19.450994420292204,-3.5531675188491363,15.897826901443068
sent_ge_0.1,3,2,1,5.454104840198852,-3.5531675188491363,1.9009373213497156
sent_lt_0.1,0,0,0,0,0,0
no_sent,1,1,0,13.996889580093352,0,13.996889580093352
