row,count,win,loss,usd_win,usd_loss,usd_total
total,4,3,1,19.74043126157312,-20.56359482102073,-0.8231635594476074
sent_ge_0.1,3,3,0,19.74043126157312,0,19.74043126157312
sent_lt_0.1,0,0,0,0,0,0
no_sent,1,0,1,0,-20.56359482102073,-20.56359482102073
