row,count,win,loss,usd_win,usd_loss,usd_total
total,20,14,6,411.71462322786317,-64.7640734301608,346.95054979770237
sent_ge_0.1,11,6,5,121.47692738228534,-55.69709478143318,65.77983260085216
sent_lt_0.1,2,2,0,42.36119274710188,0,42.36119274710188
no_sent,7,6,1,247.87650309847595,-9.066978648727627,238.80952444974832
