date,symbol,win,ret_pct,f10_over_c1,f10_over_c1_pct,sentiment_7d,spy_prev_ret
20250520,AAPL,0,-0.9196283168889198,1.053133227536896,5.313322753689609,,0.6334044643159858
20250520,ACCO,0,-0.26385224274416924,1.0423578434673217,4.235784346732174,,0.6334044643159858
20250520,ADV,1,0.8064516129032264,1.0394063445485504,3.940634454855041,,0.6334044643159858
20250520,AENT,1,7.220216606498202,1.0851566621743498,8.51566621743498,,0.6334044643159858
20250520,AHCO,1,2.8921023359288074,1.109754943135102,10.975494313510193,,0.6334044643159858
20250520,AHL,1,0.6143943826799323,,,,0.6334044643159858
20250520,AII,1,2.7997565429093174,,,,0.6334044643159858
20250520,ALAB,1,4.624245444979783,1.2753154557616109,27.531545576161086,,0.6334044643159858
20250520,ALIT,0,-0.5253940455342246,1.0680429782557943,6.804297825579431,,0.6334044643159858
20250520,ALK,0,-2.257883933569697,1.0628158332782,6.281583327820006,,0.6334044643159858
20250520,AMRK,0,-0.28476506881822505,1.2436794843335013,24.36794843335013,,0.6334044643159858
20250520,AMTM,0,-0.6352087114337595,1.0701074162724296,7.010741627242956,,0.6334044643159858
20250520,AMZN,0,-1.013775708187817,1.071784509316155,7.17845093161551,,0.6334044643159858
20250520,ARCO,0,-1.9556714471968366,1.0105068298619777,1.0506829861977707,,0.6334044643159858
20250520,ARDT,0,-0.1320132013201292,1.0613722560246008,6.1372256024600835,,0.6334044643159858
20250520,ASIX,1,0.3278688524592663,1.0348872507549758,3.4887250754975785,,0.6334044643159858
20250520,ASML,0,-0.049390626459994535,1.0837704955848746,8.37704955848746,,0.6334044643159858
20250520,ATR,1,0.28466599190323505,1.0249001740866406,2.490017408664058,,0.6334044643159858
20250520,AVGO,1,0.4552746823916082,1.1777422824614843,17.774228246148425,,0.6334044643159858
20250520,AVNW,0,-0.5882352941176345,1.17062852617066,17.062852617065992,,0.6334044643159858
20250520,AXON,1,0.057926500700499775,1.045325457097903,4.532545709790292,,0.6334044643159858
20250520,BA,1,1.1790499390986542,1.0555208703146495,5.552087031464947,,0.6334044643159858
20250520,BHVN,1,3.1746031746031744,1.4963522090199801,49.63522090199801,,0.6334044643159858
20250520,BIIB,1,0.8575401730531627,1.0804624868559103,8.046248685591028,,0.6334044643159858
20250520,BILL,1,0.7332326935518728,1.0828522751125689,8.285227511256888,,0.6334044643159858
20250520,BMRN,1,0.8752735229759353,1.1368728946778317,13.68728946778317,,0.6334044643159858
20250520,BRZE,0,0.0,1.0626988195951363,6.269881959513635,,0.6334044643159858
20250520,BTM,0,-2.0000000000000018,1.3829624464251538,38.296244642515376,,0.6334044643159858
20250520,BWMX,0,-2.800829875518668,1.2551569539122636,25.515695391226355,,0.6334044643159858
20250520,CAL,1,1.111761263897241,1.0259955619459795,2.5995561945979517,,0.6334044643159858
20250520,CBZ,0,-0.875420875420883,1.008572227783034,0.8572227783034014,,0.6334044643159858
20250520,CCJ,1,2.383743649863226,1.2086278101286951,20.86278101286951,,0.6334044643159858
20250520,CDE,1,5.234899328859056,1.4530743685228507,45.307436852285065,,0.6334044643159858
20250520,CG,0,-2.4843423799581297,1.1117364155088765,11.173641550887648,,0.6334044643159858
20250520,CHE,1,0.5985952043182782,1.000094913711191,0.009491371119096925,,0.6334044643159858
20250520,CHMI,1,0.655737704917845,1.1085552092453819,10.855520924538187,,0.6334044643159858
20250520,CIVI,0,-1.0402219140081257,1.0144462089231707,1.4446208923170722,,0.6334044643159858
20250520,CLDX,0,-2.0086083213773396,1.0477055122693162,4.770551226931619,,0.6334044643159858
20250520,CLS,1,0.949820788530468,1.468742874393066,46.87428743930659,,0.6334044643159858
20250520,CMPS,1,6.206896551724149,1.664531973562606,66.4531973562606,,0.6334044643159858
20250520,CON,1,0.18838652482267026,1.0633723851412034,6.337238514120336,,0.6334044643159858
20250520,COP,0,-0.7963720827341487,1.0082492479780862,0.8249247978086238,,0.6334044643159858
20250520,COUR,0,-0.7990867579908708,1.1012500631095499,10.125006310954987,,0.6334044643159858
20250520,CPRX,1,0.20300446609825706,1.1002989542874337,10.029895428743373,,0.6334044643159858
20250520,CRM,1,0.14949761846792645,1.0349387928443612,3.493879284436119,,0.6334044643159858
20250520,CRNT,0,-1.646090534979425,1.2416167141074768,24.161671410747676,,0.6334044643159858
20250520,CRNX,1,1.3570274636510555,1.0488803688245685,4.888036882456848,,0.6334044643159858
20250520,CRTO,0,-1.8571428571428554,1.0098595373769579,0.9859537376957883,,0.6334044643159858
20250520,CSTM,1,1.8092105263157947,1.11265452422647,11.265452422647005,,0.6334044643159858
20250520,CTRA,1,1.5510204081633077,1.0097056843549892,0.9705684354989197,,0.6334044643159858
20250520,CVE,0,-1.9202363367804902,1.0318541184644336,3.1854118464433645,,0.6334044643159858
20250520,CVNA,0,-0.9567183250876312,1.0965910067175426,9.659100671754262,,0.6334044643159858
20250520,CVS,1,1.5291494106404049,1.0122507226865307,1.2250722686530713,,0.6334044643159858
20250520,CWAN,1,0.5952380952380977,1.0728945868870776,7.289458688707762,,0.6334044643159858
20250520,CWT,0,-0.35306334371750464,1.0392284877168922,3.9228487716892246,,0.6334044643159858
20250520,DAR,0,-0.9082918253735783,1.082535975525619,8.253597552561898,,0.6334044643159858
20250520,DAVA,0,-1.9543973941368011,1.0028775718207668,0.28775718207667556,,0.6334044643159858
20250520,DBRG,0,-1.8119068162202614,1.1046180203179221,10.46180203179221,,0.6334044643159858
20250520,DDI,1,0.7077856420626925,1.0290303062100112,2.9030306210011236,,0.6334044643159858
